year,chemical,total_items,total_tabs_caps
2019,Lercanidipine Hydrochloride,1296936,44111714
2019,Diltiazem Hydrochloride,1304812,54980566
2019,Morphine Sulfate,1318088,78023054
2018,Paroxetine Hydrochloride,1335462,48180197
2017,Oxycodone Hydrochloride,1342112,73455267
2019,Spironolactone,1351958,35018923
2017,Paroxetine Hydrochloride,1364504,49538744
2018,Oxycodone Hydrochloride,1385342,73847463
2017,Hyoscine Butylbromide,1404645,116618121
2018,Hyoscine Butylbromide,1414714,119424138
2019,Lamotrigine,1427449,81596677
2019,Digoxin,1436600,36909404
2017,Sumatriptan Succinate,1454347,14256370
2018,Sumatriptan Succinate,1536230,15037797
2017,Linagliptin,1538263,41066498
2018,Prochlorperazine Maleate,1540078,69019814
2018,Nicorandil,1560395,86222817
2017,Bumetanide,1577054,69062890
2018,Dihydrocodeine Tartrate,1608417,144161177
2017,Prochlorperazine Maleate,1617357,73099628
2017,Risperidone,1628967,53603503
2018,Risperidone,1642001,53532891
2018,Bumetanide,1649074,72173545
2018,Betahistine Hydrochloride,1655140,132187908
2018,Enalapril Maleate,1659072,70275916
2017,Dihydrocodeine Tartrate,1668082,150599321
2017,Betahistine Hydrochloride,1682263,134730266
2017,Nicorandil,1696094,93903062
2018,Loperamide Hydrochloride,1700290,134690437
2017,Ezetimibe,1711954,55514899
2017,Loperamide Hydrochloride,1749945,133984307
2017,Enalapril Maleate,1752395,74818663
2019,Quetiapine,1765137,62362509
2018,Ezetimibe,1772826,57237904
2017,Esomeprazole,1773850,72613869
2019,Senna,1803799,77582821
2019,Felodipine,1820594,64303619
2019,Finasteride,1833690,54866688
2018,Irbesartan,1839961,67237680
2018,Nifedipine,1842234,89912945
2017,Levetiracetam,1849462,116241320
2018,Linagliptin,1871752,49610622
2018,Esomeprazole,1889103,77668648
2017,Irbesartan,1908779,68580490
2018,Co-Dydramol (Dihydrocodeine/Paracet),1919683,215996610
2017,Nifedipine,1967857,94673582
2017,Docusate Sodium,1977599,122290047
2017,Duloxetine Hydrochloride,2025946,63728144
2018,Levetiracetam,2032256,125172923
2017,Donepezil Hydrochloride,2035574,40998784
2017,Mebeverine Hydrochloride,2046272,160073073
2018,Mebeverine Hydrochloride,2048852,159139872
2018,Donepezil Hydrochloride,2048977,41091979
2017,Rosuvastatin Calcium,2057062,69156313
2019,Rivaroxaban,2095072,58537138
2018,Docusate Sodium,2109548,131142053
2017,Co-Dydramol (Dihydrocodeine/Paracet),2118760,237781162
2019,Perindopril Erbumine,2181052,77150373
2018,Carbamazepine,2182266,149159698
2017,Carbamazepine,2213695,152388631
2018,Sodium Valproate,2224564,164672076
2018,Rosuvastatin Calcium,2248019,75383572
2019,Venlafaxine,2258202,82303371
2019,Isosorbide Mononitrate,2267437,76290189
2017,Sodium Valproate,2272593,170409242
2018,Duloxetine Hydrochloride,2291498,72333312
2017,Lercanidipine Hydrochloride,2326183,79827181
2017,Olanzapine,2328047,55839463
2019,Indapamide,2356160,82652607
2018,Olanzapine,2376029,56169496
2019,Diazepam,2384042,65773940
2019,Codeine Phosphate,2448910,205268296
2018,Lercanidipine Hydrochloride,2490152,84962168
2017,Sitagliptin,2532994,78185945
2017,Lamotrigine,2533586,148048068
2018,Sitagliptin,2537251,77713778
2019,Zopiclone,2554734,49296800
2018,Pravastatin Sodium,2593580,85325408
2017,Spironolactone,2637015,68751499
2018,Morphine Sulfate,2654547,158332880
2017,Pravastatin Sodium,2661012,87767337
2017,Morphine Sulfate,2662755,160457192
2018,Spironolactone,2685893,69574021
2018,Diltiazem Hydrochloride,2732351,115096029
2018,Lamotrigine,2732698,157466713
2019,Apixaban,2750826,142413593
2019,Propranolol Hydrochloride,2758762,160189228
2017,Diltiazem Hydrochloride,2862020,121280109
2019,Alendronic Acid,2929711,14085643
2019,Ranitidine Hydrochloride,2992751,145059351
2018,Digoxin,3003453,76991856
2019,Tramadol Hydrochloride,3026265,287044282
2017,Apixaban,3081087,157737484
2017,Digoxin,3122577,80450119
2017,Quetiapine,3220810,115283009
2019,Atenolol,3275651,113864456
2017,Rivaroxaban,3297566,89507508
2019,Fluoxetine Hydrochloride,3297786,147510577
2019,Doxazosin Mesilate,3300144,154634329
2017,Finasteride,3352268,100857237
2019,Gliclazide,3403644,228090597
2018,Quetiapine,3411131,120821200
2017,Senna,3435062,150246415
2019,Candesartan Cilexetil,3488875,123641761
2018,Senna,3538528,152740628
2019,Prednisolone,3554905,180050174
2018,Finasteride,3556867,106652200
2019,Gabapentin,3579800,366333204
2019,Pregabalin,3585355,177036074
2019,Warfarin Sodium,3591155,185698183
2018,Felodipine,3677770,130751591
2017,Felodipine,3836372,136605926
2018,Rivaroxaban,3912605,107997262
2017,Venlafaxine,4087336,152288442
2019,Lisinopril,4296604,159084717
2018,Venlafaxine,4363257,160152078
2017,Indapamide,4437476,156291647
2018,Perindopril Erbumine,4537842,160372561
2019,Bendroflumethiazide,4555683,163169992
2018,Apixaban,4560045,234467170
2018,Indapamide,4615165,162047612
2018,Isosorbide Mononitrate,4634723,156217762
2019,Mirtazapine,4685273,112512494
2017,Perindopril Erbumine,4694308,166225045
2017,Isosorbide Mononitrate,4695288,158932398
2017,Codeine Phosphate,4765882,401927964
2018,Codeine Phosphate,4846356,407054699
2018,Diazepam,4884621,137195635
2017,Propranolol Hydrochloride,4951523,286261463
2019,Clopidogrel,4972567,137242786
2019,Losartan Potassium,5028160,176398495
2017,Diazepam,5031159,143758172
2017,Ranitidine Hydrochloride,5203068,255310789
2018,Zopiclone,5239575,102668306
2018,Propranolol Hydrochloride,5250737,303915625
2017,Zopiclone,5413536,108377628
2018,Ranitidine Hydrochloride,5688050,276583542
2019,Furosemide,5769313,180284265
2018,Alendronic Acid,6069081,29254247
2017,Pregabalin,6201848,303612967
2018,Tramadol Hydrochloride,6333629,605828893
2017,Alendronic Acid,6379167,30698787
2017,Fluoxetine Hydrochloride,6457783,285604198
2017,Doxazosin Mesilate,6509567,301341353
2018,Fluoxetine Hydrochloride,6530472,290755569
2018,Doxazosin Mesilate,6592456,305289001
2017,Candesartan Cilexetil,6730225,237381426
2019,Amitriptyline Hydrochloride,6854846,334326147
2017,Tramadol Hydrochloride,6869714,661313866
2018,Candesartan Cilexetil,6892001,242987663
2018,Pregabalin,6946922,341156767
2019,Citalopram Hydrobromide,6974133,229821497
2017,Gabapentin,7042211,737410658
2018,Prednisolone,7052883,359115776
2018,Atenolol,7067593,246470275
2018,Gliclazide,7114574,478460734
2017,Prednisolone,7160153,364568012
2017,Gliclazide,7301528,493201785
2018,Gabapentin,7316793,760923515
2019,Co-Codamol (Codeine Phos/Paracetamol),7476095,856491571
2017,Atenolol,7718529,270353807
2019,Sertraline Hydrochloride,8064397,263647967
2017,Mirtazapine,8123657,194946428
2019,Paracetamol,8194696,1036481444
2018,Warfarin Sodium,8225999,425259338
2018,Lisinopril,8854847,328729916
2018,Mirtazapine,8865473,212300871
2017,Lisinopril,9072584,338208749
2017,Clopidogrel,9238592,253782265
2017,Losartan Potassium,9434770,332697163
2017,Warfarin Sodium,9554512,493242832
2018,Clopidogrel,9740294,268022040
2018,Losartan Potassium,9832891,345264265
2018,Bendroflumethiazide,9961702,357552688
2019,Metformin Hydrochloride,10934477,966147675
2017,Bendroflumethiazide,11021307,397046784
2019,Simvastatin,11043922,361363270
2019,Aspirin,11107188,339581485
2018,Furosemide,11868546,371880959
2017,Furosemide,12094352,379711790
2019,Bisoprolol Fumarate,12138549,378147645
2017,Sertraline Hydrochloride,12805713,415017535
2019,Lansoprazole,12981173,425032725
2017,Amitriptyline Hydrochloride,13189221,641361458
2018,Amitriptyline Hydrochloride,13470196,657072460
2018,Citalopram Hydrobromide,14107632,463135686
2017,Citalopram Hydrobromide,14253886,465563586
2019,Ramipril,14395803,501628943
2018,Sertraline Hydrochloride,14691884,477931754
2019,Amlodipine,14944035,513479735
2018,Co-Codamol (Codeine Phos/Paracetamol),15120442,1734674153
2017,Co-Codamol (Codeine Phos/Paracetamol),15345515,1754503368
2019,Omeprazole,15512399,593810757
2019,Levothyroxine Sodium,16130649,590090510
2018,Paracetamol,17265252,2162835677
2017,Paracetamol,18580330,2303737461
2017,Metformin Hydrochloride,21063232,1894181549
2018,Metformin Hydrochloride,21703397,1930328232
2019,Atorvastatin,22112672,715175225
2017,Bisoprolol Fumarate,22315813,694336715
2018,Aspirin,23445471,720607318
2018,Bisoprolol Fumarate,23580533,733480085
2018,Simvastatin,24275517,794535563
2017,Lansoprazole,24616637,812163930
2017,Aspirin,24811920,768820996
2018,Lansoprazole,25409685,833358389
2017,Simvastatin,27181595,891904973
2017,Amlodipine,27692859,956054504
2017,Ramipril,27877538,975238117
2018,Ramipril,28572983,996860764
2018,Amlodipine,29013235,998086705
2018,Omeprazole,30913849,1181133159
2017,Omeprazole,30972522,1187683292
2017,Levothyroxine Sodium,31435547,1171093480
2018,Levothyroxine Sodium,32108898,1182782010
2017,Atorvastatin,37294221,1210803806
2018,Atorvastatin,41783380,1352447277
