month,supplier,bnf_name,bnf_code,total_items,total_cost
2017-05-01,EMIS,Ketorolac Trometamol_Inj 30mg/ml 1ml Amp,1501042E0AAAAAA,9,211.25816
2017-05-01,EMIS,Amikacin_Inj 250mg/ml 2ml Vl,0501040C0AAAAAA,2,166.87622
2017-05-01,TPP,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,89,9709.598560000002
2017-05-01,TPP,Ertapenem Sod_I/V Inf 1g Vl (Dry),0501022B0AAAAAA,7,1232.2720800000002
2017-05-01,EMIS,Ertapenem Sod_I/V Inf 1g Vl (Dry),0501022B0AAAAAA,9,1789.7320399999999
2017-05-01,EMIS,Ceftazidime Pentahyd_Inj 3g Vl,0501021H0AAAHAH,1,334.30848
2017-05-01,TPP,Calc Folinate_Inj 7.5mg/ml 2ml Amp,0801000I0AAAGAG,2,115.90845
2017-05-01,EMIS,Abacavir/Lamivudine_Tab 600mg/300mg,0503010Z0AAAAAA,1,263.67471
2017-05-01,EMIS,Ketalar_Inj 50mg/ml 10ml Vl,1501010F0BBAAAB,2,227.6224
2017-05-01,Vision,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,6,704.9191
2017-05-01,TPP,Ceftriaxone Sod_Inj 250mg Vl,0501021G0AAABAB,9,40.13113
2017-05-01,TPP,Amoxicillin Sod_Inj 500mg Vl,0501013C0AAADAD,2,26.02072
2017-05-01,TPP,Daptomycin_I/V Inf 500mg Vl (Dry),0501070Y0AAABAB,1,574.70116
2017-05-01,Vision,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,9,1251.64762
2017-05-01,TPP,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,94,580.55616
2017-05-01,EMIS,Emtricitabine/Tenofovir_Tab 200mg/245mg,0503010AAAAAAAA,2,340.86319
2017-05-01,TPP,Tranexamic Acid_Inj 100mg/ml 5ml Amp,0211000P0AAAAAA,20,417.60456
2017-05-01,Microtest,Tranexamic Acid_Inj 100mg/ml 5ml Amp,0211000P0AAAAAA,1,7.17461
2017-05-01,Microtest,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,4,497.46681000000007
2017-05-01,Microtest,Cefuroxime Sod_Inj 750mg Vl,0501021J0AAABAB,5,245.83358
2017-05-01,TPP,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,4,440.52216999999996
2017-05-01,EMIS,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,7,420.658
2017-05-01,Vision,Phenylbutazone_Tab 100mg,1001010Q0AAABAB,1,250.28952
2017-05-01,Vision,Botox_Inj Pdr 200u Vl,0409030B0BCACAG,3,1024.87567
2017-05-01,EMIS,Phenylbutazone_Tab 100mg,1001010Q0AAABAB,3,333.92762
2017-05-01,TPP,Phenylbutazone_Tab 100mg,1001010Q0AAABAB,9,1053.8487499999999
2017-05-01,TPP,Cefuroxime Sod_Inj 750mg Vl,0501021J0AAABAB,1,45.73699
2017-05-01,TPP,Cefotaxime Sod_Inj 1g Vl,0501021D0AAABAB,3,123.42185
2017-05-01,EMIS,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,29,5334.030780000001
2017-05-01,TPP,Fluclox Sod_Inj 250mg Vl,0501012G0AAACAC,1,31.90686
2017-05-01,Vision,Amoxicillin Sod_Inj 500mg Vl,0501013C0AAADAD,5,121.97477
2017-05-01,EMIS,Zoledronic Acid_I/V Inf 50mcg/ml 100ml,0606020V0AAAGAG,1,201.79138
2017-05-01,EMIS,Nutricia_preOp Liq,090402000BBQFA0,2,232.87522
2017-05-01,TPP,Methotrexate_Inj 25mg/ml 2ml Vl,0801030P0AAANAN,1,64.89906
2017-05-01,Microtest,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,1,88.90713
2017-05-01,EMIS,Co-Amoxiclav_Inj 1g/200mg Vl,0501013K0AAAFAF,3,91.47711
2017-05-01,Vision,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,3,96.48461999999999
2017-05-01,TPP,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,24,3645.0813700000003
2017-05-01,TPP,Chirocaine_Inj 2.5mg/ml 10ml Amp,1502010V0BBAAAA,1,13.0793
2017-05-01,EMIS,Methotrexate_Inj 25mg/ml 2ml Vl,0801030P0AAANAN,2,65.76426000000001
2017-05-01,Vision,"Promixin_Inj 1,000,000u Vl (Dry)",0501070I0BCABAB,3,500.59143
2017-05-01,Microtest,Ertapenem Sod_I/V Inf 1g Vl (Dry),0501022B0AAAAAA,1,205.37868
2017-05-01,Vision,Chirocaine_Inj 5mg/ml 10ml Amp,1502010V0BBABAB,1,1.50166
2017-05-01,EMIS,Cefotaxime Sod_Inj 1g Vl,0501021D0AAABAB,2,71.38773
2017-05-01,EMIS,Fluclox Sod_Inj 1g Vl,0501012G0AAAEAE,1,68.24339
2017-05-01,TPP,Somavert_Inj 20mg Vl + Dil,0605010Z0BBACAC,1,2780.8817
2017-05-01,Vision,Cefotaxime Sod_Inj 500mg Vl,0501021D0AAAAAA,1,5.56171
2017-05-01,EMIS,Cefotaxime Sod_Inj 500mg Vl,0501021D0AAAAAA,1,4.17129
2017-05-01,EMIS,Fluclox Sod_Inj 500mg Vl,0501012G0AAADAD,3,136.29919
2017-05-01,EMIS,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,230,22451.48313999999
2017-05-01,Microtest,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,3,360.83288
2017-05-01,Vision,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,2,177.81426
2017-05-01,Vision,Methotrexate_Inj 25mg/ml 2ml Vl,0801030P0AAANAN,1,26.06706
2017-05-01,Vision,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,5,594.15304
2017-05-01,Microtest,Viridal Duo_S/Pack Inj 20mcg Cart,0704050B0BCAGBL,2,45.54442
2017-05-01,TPP,"Promixin_Inj 1,000,000u Vl (Dry)",0501070I0BCABAB,1,166.85141
2017-05-01,EMIS,Meropenem_Inj 1g Vl (Dry),0501022A0AAABAB,4,986.5321799999999
2017-05-01,EMIS,Vancomycin HCl_Inj 500mg Vl,0501070U0AAACAC,1,118.19882
2017-05-01,EMIS,Ondemet_Tab 8mg,0406000S0BCADAC,1,70.65347
2017-05-01,EMIS,Enbrel_Inj 50mg/ml 1ml Pf MyClic Pen,1001030D0BBAFAE,1,662.78329
2017-05-01,TPP,Abacavir/Lamivudine_Tab 600mg/300mg,0503010Z0AAAAAA,1,263.67471
2017-05-01,EMIS,Levobupivac HCl_Inj 2.5mg/ml 10ml Amp,1502010V0AAAAAA,7,65.90181999999999
2017-05-01,TPP,Esomeprazole_I/V Inf 40mg Vl (Dry),0103050E0AAACAC,2,203.12005
2017-05-01,Microtest,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,6,588.71324
2017-05-01,Vision,Meropenem_Inj 500mg Vl (Dry),0501022A0AAAAAA,1,224.56659
2017-05-01,EMIS,Viridal Duo_S/Pack Inj 10mcg Cart,0704050B0BCAHBM,5,93.42175
2017-05-01,Vision,Levetiracetam_I/V Inf 100mg/ml 5ml Vl,0408010A0AAAJAJ,5,1770.21646
2017-05-01,Microtest,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,2,8.328330000000001
2017-05-01,Microtest,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,5,166.20838
2017-05-01,TPP,Co-Amoxiclav_Inj 1g/200mg Vl,0501013K0AAAFAF,1,2.07754
2017-05-01,EMIS,Methotrexate_Inj 2.5mg/ml 2ml Vl,0801030P0AAAIAI,1,26.80863
2017-05-01,Vision,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,22,159.79116
2017-06-01,Microtest,Cefuroxime Sod_Inj 750mg Vl,0501021J0AAABAB,4,196.50046
2017-06-01,Vision,Levobupivac HCl_Inj 5mg/ml 10ml Amp,1502010V0AAABAB,1,1.50039
2017-06-01,TPP,Ondemet_Tab 8mg,0406000S0BCADAC,1,100.70519
2017-06-01,Microtest,Tranexamic Acid_Inj 100mg/ml 5ml Amp,0211000P0AAAAAA,1,7.28093
2017-06-01,TPP,Piperacillin/Tazobactam_Inj 2g/0.25g Vl,0501014S0AAAAAA,1,371.49766
2017-06-01,Vision,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,17,123.51491999999999
2017-06-01,Microtest,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,2,300.10265
2017-06-01,TPP,Co-Amoxiclav_Inj 1g/200mg Vl,0501013K0AAAFAF,1,19.64712
2017-06-01,EMIS,Nutricia_preOp Liq,090402000BBQFA0,3,319.935
2017-06-01,Microtest,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,4,128.13087
2017-06-01,TPP,Ertapenem Sod_I/V Inf 1g Vl (Dry),0501022B0AAAAAA,8,1817.51513
2017-06-01,TPP,Amoxicillin Sod_Inj 1g Vl,0501013C0AAAEAE,1,101.52022
2017-06-01,TPP,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,7,1116.3355999999999
2017-06-01,TPP,Ketamine_Inj 50mg/ml 10ml Vl,1501010F0AAABAB,2,203.07434
2017-06-01,TPP,Cefotaxime Sod_Inj 1g Vl,0501021D0AAABAB,2,6.59556
2017-06-01,TPP,Co-Amoxiclav_Inj 500mg/100mg Vl,0501013K0AAAEAE,1,29.46449
2017-06-01,TPP,Vancomycin HCl_Inj 500mg Vl,0501070U0AAACAC,2,151.91606000000002
2017-06-01,EMIS,Ceftriaxone Sod_Inj 250mg Vl,0501021G0AAABAB,12,91.25877
2017-06-01,Vision,Nutricia_preOp Liq,090402000BBQFA0,3,16.03209
2017-06-01,Vision,Amoxicillin Sod_Inj 500mg Vl,0501013C0AAADAD,7,180.36316
2017-06-01,Microtest,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,3,229.43004000000002
2017-06-01,Vision,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,3,146.02502
2017-06-01,EMIS,Cefuroxime Sod_Inj 1.5g Vl,0501021J0AAACAC,1,46.78379
2017-06-01,EMIS,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,3,341.33495
2017-06-01,EMIS,Viridal Duo_S/Pack Inj 20mcg Cart,0704050B0BCAGBL,2,90.96208
2017-06-01,TPP,Oxytocin_Inj 10u/ml 1ml Amp,0701010T0AAACAC,1,8.44051
2017-06-01,EMIS,Amoxicillin Sod_Inj 1g Vl,0501013C0AAAEAE,2,24.48297
2017-06-01,EMIS,Ketalar_Inj 50mg/ml 10ml Vl,1501010F0BBAAAB,4,398.0138
2017-06-01,TPP,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,22,1360.6876200000002
2017-06-01,EMIS,Viridal Duo_S/Pack Inj 10mcg Cart,0704050B0BCAHBM,3,130.58048
2017-06-01,EMIS,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,211,21919.564459999994
2017-06-01,EMIS,Levobupivac HCl_Inj 2.5mg/ml 10ml Amp,1502010V0AAAAAA,1,6.65113
2017-06-01,TPP,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,39,2967.92176
2017-06-01,TPP,Amoxicillin Sod_Inj 500mg Vl,0501013C0AAADAD,2,41.23731
2017-06-01,TPP,Viridal Duo_S/Pack Inj 10mcg Cart,0704050B0BCAHBM,2,37.33706
2017-06-01,EMIS,Vancomycin HCl_Inj 500mg Vl,0501070U0AAACAC,2,137.0974
2017-06-01,EMIS,Clarithromycin_I/V Inf 500mg Vl,0501050B0AAACAC,2,210.0793
2017-06-01,Vision,Meropenem_Inj 1g Vl (Dry),0501022A0AAABAB,1,149.31039
2017-06-01,TPP,Metvix_Crm 16%,1308010X0BBAAAA,1,158.8499
2017-06-01,Vision,"Promixin_Inj 1,000,000u Vl (Dry)",0501070I0BCABAB,3,500.16696
2017-06-01,Microtest,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,2,9.577820000000001
2017-06-01,EMIS,Ertapenem Sod_I/V Inf 1g Vl (Dry),0501022B0AAAAAA,13,2872.85088
2017-06-01,EMIS,Ceftazidime Pentahyd_Inj 500mg Vl,0501021H0AAAAAA,1,114.11608
2017-06-01,EMIS,Tranexamic Acid_Inj 100mg/ml 5ml Amp,0211000P0AAAAAA,20,384.524
2017-06-01,TPP,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,21,3357.63141
2017-06-01,EMIS,Cefotaxime Sod_Inj 1g Vl,0501021D0AAABAB,2,97.25985
2017-06-01,Microtest,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,3,733.74843
2017-06-01,TPP,"Promixin_Inj 1,000,000u Vl (Dry)",0501070I0BCABAB,3,520.14215
2017-06-01,EMIS,Ketamine_Inj 50mg/ml 10ml Vl,1501010F0AAABAB,9,1770.8117200000002
2017-06-01,EMIS,Ceftazidime Pentahyd_Inj 2g Vl,0501021H0AAACAC,1,32.59493
2017-06-01,EMIS,Meropenem_Inj 500mg Vl (Dry),0501022A0AAAAAA,6,1868.6147
2017-06-01,EMIS,Meropenem_Inj 1g Vl (Dry),0501022A0AAABAB,8,2866.8206099999998
2017-06-01,EMIS,Phenylbutazone_Tab 100mg,1001010Q0AAABAB,4,399.25865
2017-06-01,EMIS,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,38,2951.88794
2017-06-01,TPP,Ceftazidime Pentahyd_Inj 2g Vl,0501021H0AAACAC,1,16.30366
2017-06-01,TPP,Phenylbutazone_Tab 100mg,1001010Q0AAABAB,15,1941.6493999999998
2017-06-01,EMIS,Ketorolac Trometamol_Inj 30mg/ml 1ml Amp,1501042E0AAAAAA,7,132.33830999999998
2017-06-01,EMIS,Piperacillin/Tazobactam_I/VInf 4g/0.5gVl,0501014S0AAABAB,2,494.70869
2017-06-01,EMIS,Methotrexate_Inj 2.5mg/ml 2ml Vl,0801030P0AAAIAI,1,53.45957
2017-06-01,Vision,Fluclox Sod_Inj 500mg Vl,0501012G0AAADAD,1,45.39454
2017-06-01,TPP,Meropenem_Inj 500mg Vl (Dry),0501022A0AAAAAA,6,1494.90665
2017-06-01,TPP,Botox_Inj Pdr 50u Vl,0409030B0BCABAD,1,71.79028
2017-06-01,Vision,Viridal Duo_S/Pack Inj 40mcg Cart,0704050B0BCAIBN,1,82.90741
2017-06-01,TPP,Nexium I.V._I/V Inf 40mg Vl (Dry),0103050E0BBACAC,1,110.22618
2017-06-01,TPP,Viridal Duo_S/Pack Inj 40mcg Cart,0704050B0BCAIBN,4,193.49197
2017-06-01,EMIS,Methotrexate_Inj 25mg/ml 2ml Vl,0801030P0AAANAN,1,32.42822
2017-06-01,TPP,Botox_Inj 100u Vl,0409030B0BCAAAE,3,525.02571
2017-06-01,TPP,Nutricia_preOp Liq,090402000BBQFA0,1,8.72449
2017-06-01,TPP,Viridal Duo_S/Pack Inj 20mcg Cart,0704050B0BCAGBL,4,181.92415
2017-06-01,EMIS,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,31,2647.4120199999998
2017-06-01,EMIS,Ceftazidime Pentahyd_Inj 3g Vl,0501021H0AAAHAH,1,334.02498
2017-06-01,TPP,Esomeprazole_I/V Inf 40mg Vl (Dry),0103050E0AAACAC,3,252.32488
2017-06-01,TPP,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,97,573.0927400000002
2017-06-01,TPP,Somavert_Inj 20mg Vl + Dil,0605010Z0BBACAC,1,2778.5234
2017-06-01,Microtest,Fluclox Sod_Inj 1g Vl,0501012G0AAAEAE,1,90.77669
2017-06-01,TPP,Zoledronic Acid_I/V Inf 800mcg/ml 5ml Vl,0606020V0AAABAB,1,166.72232
2017-06-01,EMIS,Calc Folinate_Inj 10mg/ml 10ml Vl,0801000I0AAATAT,1,138.93733
2017-06-01,EMIS,Ceftazidime Pentahyd_Inj 1g Vl,0501021H0AAABAB,1,1.39977
2017-06-01,Vision,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,8,446.22343
2017-06-01,Microtest,Botox_Inj 100u Vl,0409030B0BCAAAE,2,305.00714
2017-06-01,TPP,Ceftriaxone Sod_Inj 1g Vl,0501021G0AAACAC,15,780.98115
2017-06-01,Vision,Levetiracetam_I/V Inf 100mg/ml 5ml Vl,0408010A0AAAJAJ,5,3773.18901
2017-06-01,EMIS,Zoledronic Acid_I/V Inf 40mcg/ml 100ml,0606020V0AAADAD,2,300.23231
2017-06-01,TPP,Tranexamic Acid_Inj 100mg/ml 5ml Amp,0211000P0AAAAAA,20,335.49786000000006
2017-06-01,EMIS,Enbrel_Inj 50mg/ml 1ml Pf MyClic Pen,1001030D0BBAFAE,1,662.20883
2017-06-01,TPP,Ketorolac Trometamol_Inj 30mg/ml 1ml Amp,1501042E0AAAAAA,7,49.729299999999995
2017-06-01,EMIS,Fluclox Sod_Inj 1g Vl,0501012G0AAAEAE,4,408.48890000000006
2017-06-01,TPP,Methotrexate_Inj 25mg/ml 2ml Vl,0801030P0AAANAN,1,6.48316
2017-06-01,EMIS,Viridal Duo_S/Pack Inj 40mcg Cart,0704050B0BCAIBN,3,82.93222
2017-06-01,TPP,Levobupivac HCl_Inj 2.5mg/ml 10ml Amp,1502010V0AAAAAA,12,100.06774000000001
2017-06-01,TPP,Daptomycin_I/V Inf 350mg Vl (Dry),0501070Y0AAAAAA,1,803.92466
2017-06-01,EMIS,Cefuroxime Sod_Inj 750mg Vl,0501021J0AAABAB,2,25.68573
2017-06-01,Vision,Tranexamic Acid_Inj 100mg/ml 5ml Amp,0211000P0AAAAAA,4,78.95707999999999
2017-06-01,TPP,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,93,9404.36767
2017-06-01,EMIS,Erythromycin_Lactobi I/V Inf 1g Vl,0501050K0AAAAAA,1,478.46986
2017-06-01,Vision,Chirocaine_Inj 5mg/ml 10ml Amp,1502010V0BBABAB,4,6.00156
2017-06-01,Microtest,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,3,302.02295
2017-06-01,EMIS,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,103,579.28713
2017-06-01,EMIS,Abacavir/Lamivudine_Tab 600mg/300mg,0503010Z0AAAAAA,1,263.45111
2017-06-01,EMIS,Omeprazole_Inf 40mg Vl,0103050P0AAAVAV,1,336.71824
2017-06-01,EMIS,Amoxicillin Sod_Inj 500mg Vl,0501013C0AAADAD,7,117.41776
2017-06-01,EMIS,Ceftriaxone Sod_Inj 1g Vl,0501021G0AAACAC,41,2768.6457
2017-06-01,TPP,Ceftriaxone Sod_Inj 250mg Vl,0501021G0AAABAB,5,20.0548
2017-06-01,EMIS,Fluclox Sod_Inj 500mg Vl,0501012G0AAADAD,1,45.39454
2017-06-01,Vision,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,3,473.69336
2017-06-01,EMIS,Chirocaine_Inj 2.5mg/ml 10ml Amp,1502010V0BBAAAA,1,1.30589
2017-06-01,TPP,Meropenem_Inj 1g Vl (Dry),0501022A0AAABAB,3,1642.31511
2017-06-01,TPP,Levetiracetam_I/V Inf 100mg/ml 5ml Vl,0408010A0AAAJAJ,14,4879.46779
2017-06-01,Vision,Botox_Inj Pdr 200u Vl,0409030B0BCACAG,1,256.00474
2017-06-01,EMIS,Vancomycin HCl_Inj 1g Vl,0501070U0AAAFAF,2,107.46008
2017-06-01,EMIS,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,37,7123.769770000001
2017-06-01,Vision,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,1,177.65108
2017-06-01,EMIS,Levetiracetam_I/V Inf 100mg/ml 5ml Vl,0408010A0AAAJAJ,6,1802.3808
2017-06-01,TPP,Emtricitabine/Tenofovir_Tab 200mg/245mg,0503010AAAAAAAA,2,1337.88521
2017-06-01,Vision,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,4,530.10552
2017-07-01,TPP,Viridal Duo_S/Pack Inj 40mcg Cart,0704050B0BCAIBN,26,1794.58734
2017-07-01,EMIS,Cefuroxime Sod_Inj 250mg Vl,0501021J0AAAAAA,1,0.9821
2017-07-01,EMIS,Cefuroxime Sod_Inj 750mg Vl,0501021J0AAABAB,4,35.21028
2017-07-01,EMIS,Vancomycin HCl_I/V Inf 1g Vl,0501070U0AAAFAF,1,143.65178
2017-07-01,Vision,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,19,121.68285
2017-07-01,TPP,Nutricia_preOp Liq,090402000BBQFA0,9,101.78015
2017-07-01,EMIS,Levobupivac HCl_Inj 2.5mg/ml 10ml Amp,1502010V0AAAAAA,3,32.778729999999996
2017-07-01,TPP,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,99,11004.04279
2017-07-01,TPP,Meropenem_Inj 500mg Vl (Dry),0501022A0AAAAAA,14,3942.73909
2017-07-01,EMIS,Ketamine_Inj 50mg/ml 10ml Vl,1501010F0AAABAB,11,778.94404
2017-07-01,EMIS,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,55,2911.1326999999997
2017-07-01,EMIS,Calc Folinate_Inj 10mg/ml 10ml Vl,0801000I0AAATAT,2,277.58882
2017-07-01,Microtest,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,1,166.55081
2017-07-01,EMIS,Daptomycin_I/V Inf 350mg Vl (Dry),0501070Y0AAAAAA,1,1606.18286
2017-07-01,Vision,Ceftriaxone Sod_Inj 250mg Vl,0501021G0AAABAB,2,8.90684
2017-07-01,EMIS,Methotrexate_Inj 25mg/ml 2ml Vl,0801030P0AAANAN,1,32.39487
2017-07-01,Vision,Ceftriaxone Sod_Inj 1g Vl,0501021G0AAACAC,3,62.082
2017-07-01,Vision,Chirocaine_Inj 5mg/ml 10ml Amp,1502010V0BBABAB,2,2.99769
2017-07-01,TPP,Cefotaxime Sod_Inj 500mg Vl,0501021D0AAAAAA,1,27.7688
2017-07-01,EMIS,Viridal Duo_S/Pack Inj 20mcg Cart,0704050B0BCAGBL,1,22.72954
2017-07-01,TPP,Ceftriaxone Sod_Inj 250mg Vl,0501021G0AAABAB,7,31.17394
2017-07-01,Vision,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,2,1011.5236
2017-07-01,Vision,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,4,529.56064
2017-07-01,EMIS,Ceftriaxone Sod_Inj 250mg Vl,0501021G0AAABAB,18,82.35730000000001
2017-07-01,TPP,Ketorolac Trometamol_Inj 30mg/ml 1ml Amp,1501042E0AAAAAA,7,64.25782000000001
2017-07-01,EMIS,Clarithromycin_I/V Inf 500mg Vl,0501050B0AAACAC,1,122.41813
2017-07-01,EMIS,Amoxicillin Sod_Inj 1g Vl,0501013C0AAAEAE,1,7.20879
2017-07-01,TPP,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,14,1952.38884
2017-07-01,TPP,Co-Amoxiclav_Inj 1g/200mg Vl,0501013K0AAAFAF,1,29.43419
2017-07-01,TPP,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,8,1385.99132
2017-07-01,EMIS,Chirocaine_Inj 5mg/ml 10ml Amp,1502010V0BBABAB,1,1.49885
2017-07-01,Vision,Zoledronic Acid_I/V Inf 800mcg/ml 5ml Vl,0606020V0AAABAB,1,161.12906
2017-07-01,Vision,Tranexamic Acid_Inj 100mg/ml 5ml Amp,0211000P0AAAAAA,4,35.82405
2017-07-01,EMIS,Meropenem_Inj 1g Vl (Dry),0501022A0AAABAB,9,3744.23604
2017-07-01,EMIS,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,31,1949.4216000000001
2017-07-01,TPP,Ertapenem Sod_I/V Inf 1g Vl (Dry),0501022B0AAAAAA,2,234.28883
2017-07-01,EMIS,Piperacillin/Tazobactam_I/VInf 4g/0.5gVl,0501014S0AAABAB,2,117.94325
2017-07-01,Vision,Botox_Inj 100u Vl,0409030B0BCAAAE,3,1150.81763
2017-07-01,Vision,Levobupivac HCl_Inj 5mg/ml 10ml Amp,1502010V0AAABAB,1,1.49885
2017-07-01,TPP,Ondemet_Tab 8mg,0406000S0BCADAC,1,100.6016
2017-07-01,EMIS,Ceftazidime Pentahyd_Inj 500mg Vl,0501021H0AAAAAA,1,488.52508
2017-07-01,TPP,Ketamine_Inj 50mg/ml 10ml Vl,1501010F0AAABAB,4,438.21217
2017-07-01,Vision,Nutricia_preOp Liq,090402000BBQFA0,3,90.09746999999999
2017-07-01,EMIS,Botox_Inj Pdr 200u Vl,0409030B0BCACAG,1,511.47037
2017-07-01,Vision,Viridal Duo_S/Pack Inj 40mcg Cart,0704050B0BCAIBN,5,220.91694
2017-07-01,TPP,Abacavir/Lamivudine_Tab 600mg/300mg,0503010Z0AAAAAA,2,272.06352
2017-07-01,TPP,Piperacillin/Tazobactam_Inj 2g/0.25g Vl,0501014S0AAAAAA,1,167.89237
2017-07-01,Microtest,Meropenem_Inj 500mg Vl (Dry),0501022A0AAAAAA,1,448.00073
2017-07-01,EMIS,Viridal Duo_S/Pack Inj 40mcg Cart,0704050B0BCAIBN,5,165.71871
2017-07-01,TPP,Esomeprazole_Inj 40mg Vl (Dry),0103050E0AAACAC,3,359.18653
2017-07-01,EMIS,Co-Amoxiclav_Inj 1g/200mg Vl,0501013K0AAAFAF,3,22.893900000000002
2017-07-01,EMIS,Toradol_Inj 30mg/ml 1ml Amp,1501042E0BBAAAA,1,9.93069
2017-07-01,EMIS,Meropenem_Inj 500mg Vl (Dry),0501022A0AAAAAA,7,1403.88355
2017-07-01,Vision,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,4,59.47998
2017-07-01,TPP,Levobupivac HCl_Inj 2.5mg/ml 10ml Amp,1502010V0AAAAAA,8,39.95421999999999
2017-07-01,EMIS,Flumazenil_Inj 100mcg/ml 5ml Amp,1501070F0AAAAAA,1,26.01838
2017-07-01,Microtest,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,2,386.49391
2017-07-01,TPP,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,98,586.8687099999997
2017-07-01,EMIS,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,42,5199.979560000001
2017-07-01,EMIS,Ketorolac Trometamol_Inj 30mg/ml 1ml Amp,1501042E0AAAAAA,5,35.88627
2017-07-01,EMIS,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,228,23886.66544000001
2017-07-01,TPP,Phenylbutazone_Tab 100mg,1001010Q0AAABAB,8,957.89507
2017-07-01,Microtest,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,1,76.39802
2017-07-01,Vision,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,5,526.42338
2017-07-01,TPP,Emtricitabine/Tenofovir_Tab 200mg/245mg,0503010AAAAAAAA,1,329.13856
2017-07-01,EMIS,Levetiracetam_I/V Inf 100mg/ml 5ml Vl,0408010A0AAAJAJ,8,3414.2569299999996
2017-07-01,EMIS,Ceftazidime Pentahyd_Inj 2g Vl,0501021H0AAACAC,5,1402.48197
2017-07-01,Vision,Amoxicillin Sod_Inj 500mg Vl,0501013C0AAADAD,7,216.17788000000002
2017-07-01,EMIS,Vancomycin HCl_I/V Inf 500mg Vl,0501070U0AAACAC,2,196.86395
