bnf_code,name,vpid,form,form_indicator,form_size,form_units,unit_of_measure,numerator,numerator_unit_of_measure,denominator,denominator_unit_of_measure,ingredient_count
0409010V0BBAAAA,Comtess 200mg tablets,323202009,Tablet,Discrete,1,tablet,tablet,200,mg,,,1
0409010W0AAAAAA,Pramipexole 700microgram tablets,323210005,Tablet,Discrete,1,tablet,tablet,700,microgram,,,1
0409010W0AAABAB,Pramipexole 180microgram tablets,323209000,Tablet,Discrete,1,tablet,tablet,180,microgram,,,1
0409010W0AAACAC,Pramipexole 88microgram tablets,323208008,Tablet,Discrete,1,tablet,tablet,88,microgram,,,1
0409010W0AAADAD,Pramipexole 350microgram tablets,13133011000001101,Tablet,Discrete,1,tablet,tablet,350,microgram,,,1
0409010W0AAAEAE,Pramipexole 260microgram modified-release tablets,16174711000001106,Modified-release tablet,Discrete,1,tablet,tablet,260,microgram,,,1
0409010W0AAAFAF,Pramipexole 520microgram modified-release tablets,16174911000001108,Modified-release tablet,Discrete,1,tablet,tablet,520,microgram,,,1
0409010W0AAAGAG,Pramipexole 1.05mg modified-release tablets,16174511000001101,Modified-release tablet,Discrete,1,tablet,tablet,1.05,mg,,,1
0409010W0AAAHAH,Pramipexole 2.1mg modified-release tablets,16174611000001102,Modified-release tablet,Discrete,1,tablet,tablet,2.1,mg,,,1
0409010W0AAAIAI,Pramipexole 3.15mg modified-release tablets,16174811000001103,Modified-release tablet,Discrete,1,tablet,tablet,3.15,mg,,,1
0409010W0AAAJAJ,Pramipexole 1.57mg modified-release tablets,18045411000001101,Modified-release tablet,Discrete,1,tablet,tablet,1.57,mg,,,1
0409010W0AAAKAK,Pramipexole 2.62mg modified-release tablets,18045511000001102,Modified-release tablet,Discrete,1,tablet,tablet,2.62,mg,,,1
0409010W0BBAAAA,Mirapexin 0.7mg tablets,323210005,Tablet,Discrete,1,tablet,tablet,700,microgram,,,1
0409010W0BBABAB,Mirapexin 0.18mg tablets,323209000,Tablet,Discrete,1,tablet,tablet,180,microgram,,,1
0409010W0BBACAC,Mirapexin 0.088mg tablets,323208008,Tablet,Discrete,1,tablet,tablet,88,microgram,,,1
0409010W0BBADAD,Mirapexin 0.35mg tablets,13133011000001101,Tablet,Discrete,1,tablet,tablet,350,microgram,,,1
0409010W0BBAEAE,Mirapexin 0.26mg modified-release tablets,16174711000001106,Modified-release tablet,Discrete,1,tablet,tablet,260,microgram,,,1
0409010W0BBAFAF,Mirapexin 0.52mg modified-release tablets,16174911000001108,Modified-release tablet,Discrete,1,tablet,tablet,520,microgram,,,1
0409010W0BBAGAG,Mirapexin 1.05mg modified-release tablets,16174511000001101,Modified-release tablet,Discrete,1,tablet,tablet,1.05,mg,,,1
0409010W0BBAHAH,Mirapexin 2.1mg modified-release tablets,16174611000001102,Modified-release tablet,Discrete,1,tablet,tablet,2.1,mg,,,1
0409010W0BBAIAI,Mirapexin 3.15mg modified-release tablets,16174811000001103,Modified-release tablet,Discrete,1,tablet,tablet,3.15,mg,,,1
0409010W0BBAJAJ,Mirapexin 1.57mg modified-release tablets,18045411000001101,Modified-release tablet,Discrete,1,tablet,tablet,1.57,mg,,,1
0409010W0BBAKAK,Mirapexin 2.62mg modified-release tablets,18045511000001102,Modified-release tablet,Discrete,1,tablet,tablet,2.62,mg,,,1
0409010W0BCAAAC,Neliprax 0.088mg tablets,323208008,Tablet,Discrete,1,tablet,tablet,88,microgram,,,1
0409010W0BCABAB,Neliprax 0.18mg tablets,323209000,Tablet,Discrete,1,tablet,tablet,180,microgram,,,1
0409010W0BCACAA,Neliprax 0.7mg tablets,323210005,Tablet,Discrete,1,tablet,tablet,700,microgram,,,1
0409010W0BCADAD,Neliprax 0.35mg tablets,13133011000001101,Tablet,Discrete,1,tablet,tablet,350,microgram,,,1
0409010W0BDAAAC,Oprymea 0.088mg tablets,323208008,Tablet,Discrete,1,tablet,tablet,88,microgram,,,1
0409010W0BDABAB,Oprymea 0.18mg tablets,323209000,Tablet,Discrete,1,tablet,tablet,180,microgram,,,1
0409010W0BDACAD,Oprymea 0.35mg tablets,13133011000001101,Tablet,Discrete,1,tablet,tablet,350,microgram,,,1
0409010W0BDADAA,Oprymea 0.7mg tablets,323210005,Tablet,Discrete,1,tablet,tablet,700,microgram,,,1
0409010W0BDAEAE,Oprymea 0.26mg modified-release tablets,16174711000001106,Modified-release tablet,Discrete,1,tablet,tablet,260,microgram,,,1
0409010W0BDAFAF,Oprymea 0.52mg modified-release tablets,16174911000001108,Modified-release tablet,Discrete,1,tablet,tablet,520,microgram,,,1
0409010W0BDAGAG,Oprymea 1.05mg modified-release tablets,16174511000001101,Modified-release tablet,Discrete,1,tablet,tablet,1.05,mg,,,1
0409010W0BDAHAJ,Oprymea 1.57mg modified-release tablets,18045411000001101,Modified-release tablet,Discrete,1,tablet,tablet,1.57,mg,,,1
0409010W0BDAIAH,Oprymea 2.1mg modified-release tablets,16174611000001102,Modified-release tablet,Discrete,1,tablet,tablet,2.1,mg,,,1
0409010W0BDAJAK,Oprymea 2.62mg modified-release tablets,18045511000001102,Modified-release tablet,Discrete,1,tablet,tablet,2.62,mg,,,1
0409010W0BDAKAI,Oprymea 3.15mg modified-release tablets,16174811000001103,Modified-release tablet,Discrete,1,tablet,tablet,3.15,mg,,,1
0409010W0BEAAAE,Pipexus 0.26mg modified-release tablets,16174711000001106,Modified-release tablet,Discrete,1,tablet,tablet,260,microgram,,,1
0409010W0BEABAF,Pipexus 0.52mg modified-release tablets,16174911000001108,Modified-release tablet,Discrete,1,tablet,tablet,520,microgram,,,1
0409010W0BEACAH,Pipexus 2.1mg modified-release tablets,16174611000001102,Modified-release tablet,Discrete,1,tablet,tablet,2.1,mg,,,1
0409010W0BEADAG,Pipexus 1.05mg modified-release tablets,16174511000001101,Modified-release tablet,Discrete,1,tablet,tablet,1.05,mg,,,1
0409010W0BEAEAJ,Pipexus 1.57mg modified-release tablets,18045411000001101,Modified-release tablet,Discrete,1,tablet,tablet,1.57,mg,,,1
0409010W0BEAFAK,Pipexus 2.62mg modified-release tablets,18045511000001102,Modified-release tablet,Discrete,1,tablet,tablet,2.62,mg,,,1
0409010W0BEAGAI,Pipexus 3.15mg modified-release tablets,16174811000001103,Modified-release tablet,Discrete,1,tablet,tablet,3.15,mg,,,1
0409010X0AAAAAA,Levodopa 50mg / Carbidopa 12.5mg / Entacapone 200mg tablets,5322511000001102,Tablet,Discrete,1,tablet,tablet,12.5,mg,,,3
0409010X0AAAAAA,Levodopa 50mg / Carbidopa 12.5mg / Entacapone 200mg tablets,5322511000001102,Tablet,Discrete,1,tablet,tablet,50,mg,,,3
0409010X0AAAAAA,Levodopa 50mg / Carbidopa 12.5mg / Entacapone 200mg tablets,5322511000001102,Tablet,Discrete,1,tablet,tablet,200,mg,,,3
0409010X0AAABAB,Levodopa 100mg / Carbidopa 25mg / Entacapone 200mg tablets,5322311000001108,Tablet,Discrete,1,tablet,tablet,25,mg,,,3
0409010X0AAABAB,Levodopa 100mg / Carbidopa 25mg / Entacapone 200mg tablets,5322311000001108,Tablet,Discrete,1,tablet,tablet,100,mg,,,3
0409010X0AAABAB,Levodopa 100mg / Carbidopa 25mg / Entacapone 200mg tablets,5322311000001108,Tablet,Discrete,1,tablet,tablet,200,mg,,,3
0409010X0AAACAC,Levodopa 150mg / Carbidopa 37.5mg / Entacapone 200mg tablets,5322411000001101,Tablet,Discrete,1,tablet,tablet,37.5,mg,,,3
0409010X0AAACAC,Levodopa 150mg / Carbidopa 37.5mg / Entacapone 200mg tablets,5322411000001101,Tablet,Discrete,1,tablet,tablet,150,mg,,,3
0409010X0AAACAC,Levodopa 150mg / Carbidopa 37.5mg / Entacapone 200mg tablets,5322411000001101,Tablet,Discrete,1,tablet,tablet,200,mg,,,3
0409010X0AAADAD,Levodopa 200mg / Carbidopa 50mg / Entacapone 200mg tablets,13648111000001109,Tablet,Discrete,1,tablet,tablet,50,mg,,,3
0409010X0AAADAD,Levodopa 200mg / Carbidopa 50mg / Entacapone 200mg tablets,13648111000001109,Tablet,Discrete,1,tablet,tablet,200,mg,,,3
0409010X0AAAEAE,Levodopa 75mg / Carbidopa 18.75mg / Entacapone 200mg tablets,15457511000001109,Tablet,Discrete,1,tablet,tablet,18.75,mg,,,3
0409010X0AAAEAE,Levodopa 75mg / Carbidopa 18.75mg / Entacapone 200mg tablets,15457511000001109,Tablet,Discrete,1,tablet,tablet,75,mg,,,3
0409010X0AAAEAE,Levodopa 75mg / Carbidopa 18.75mg / Entacapone 200mg tablets,15457511000001109,Tablet,Discrete,1,tablet,tablet,200,mg,,,3
0409010X0AAAFAF,Levodopa 125mg / Carbidopa 31.25mg / Entacapone 200mg tablets,15457411000001105,Tablet,Discrete,1,tablet,tablet,31.25,mg,,,3
0409010X0AAAFAF,Levodopa 125mg / Carbidopa 31.25mg / Entacapone 200mg tablets,15457411000001105,Tablet,Discrete,1,tablet,tablet,125,mg,,,3
0409010X0AAAFAF,Levodopa 125mg / Carbidopa 31.25mg / Entacapone 200mg tablets,15457411000001105,Tablet,Discrete,1,tablet,tablet,200,mg,,,3
0409010X0AAAGAG,Levodopa 175mg / Carbidopa 43.75mg / Entacapone 200mg tablets,19744111000001107,Tablet,Discrete,1,tablet,tablet,43.75,mg,,,3
0409010X0AAAGAG,Levodopa 175mg / Carbidopa 43.75mg / Entacapone 200mg tablets,19744111000001107,Tablet,Discrete,1,tablet,tablet,175,mg,,,3
0409010X0AAAGAG,Levodopa 175mg / Carbidopa 43.75mg / Entacapone 200mg tablets,19744111000001107,Tablet,Discrete,1,tablet,tablet,200,mg,,,3
0409010X0BBAAAA,Stalevo 50mg/12.5mg/200mg tablets,5322511000001102,Tablet,Discrete,1,tablet,tablet,12.5,mg,,,3
0409010X0BBAAAA,Stalevo 50mg/12.5mg/200mg tablets,5322511000001102,Tablet,Discrete,1,tablet,tablet,50,mg,,,3
0409010X0BBAAAA,Stalevo 50mg/12.5mg/200mg tablets,5322511000001102,Tablet,Discrete,1,tablet,tablet,200,mg,,,3
0409010X0BBABAB,Stalevo 100mg/25mg/200mg tablets,5322311000001108,Tablet,Discrete,1,tablet,tablet,25,mg,,,3
0409010X0BBABAB,Stalevo 100mg/25mg/200mg tablets,5322311000001108,Tablet,Discrete,1,tablet,tablet,100,mg,,,3
0409010X0BBABAB,Stalevo 100mg/25mg/200mg tablets,5322311000001108,Tablet,Discrete,1,tablet,tablet,200,mg,,,3
0409010X0BBACAC,Stalevo 150mg/37.5mg/200mg tablets,5322411000001101,Tablet,Discrete,1,tablet,tablet,37.5,mg,,,3
0409010X0BBACAC,Stalevo 150mg/37.5mg/200mg tablets,5322411000001101,Tablet,Discrete,1,tablet,tablet,150,mg,,,3
0409010X0BBACAC,Stalevo 150mg/37.5mg/200mg tablets,5322411000001101,Tablet,Discrete,1,tablet,tablet,200,mg,,,3
0409010X0BBADAD,Stalevo 200mg/50mg/200mg tablets,13648111000001109,Tablet,Discrete,1,tablet,tablet,50,mg,,,3
0409010X0BBADAD,Stalevo 200mg/50mg/200mg tablets,13648111000001109,Tablet,Discrete,1,tablet,tablet,200,mg,,,3
0409010X0BBAEAE,Stalevo 75mg/18.75mg/200mg tablets,15457511000001109,Tablet,Discrete,1,tablet,tablet,18.75,mg,,,3
0409010X0BBAEAE,Stalevo 75mg/18.75mg/200mg tablets,15457511000001109,Tablet,Discrete,1,tablet,tablet,75,mg,,,3
0409010X0BBAEAE,Stalevo 75mg/18.75mg/200mg tablets,15457511000001109,Tablet,Discrete,1,tablet,tablet,200,mg,,,3
0409010X0BBAFAF,Stalevo 125mg/31.25mg/200mg tablets,15457411000001105,Tablet,Discrete,1,tablet,tablet,31.25,mg,,,3
0409010X0BBAFAF,Stalevo 125mg/31.25mg/200mg tablets,15457411000001105,Tablet,Discrete,1,tablet,tablet,125,mg,,,3
0409010X0BBAFAF,Stalevo 125mg/31.25mg/200mg tablets,15457411000001105,Tablet,Discrete,1,tablet,tablet,200,mg,,,3
0409010X0BBAGAG,Stalevo 175mg/43.75mg/200mg tablets,19744111000001107,Tablet,Discrete,1,tablet,tablet,43.75,mg,,,3
0409010X0BBAGAG,Stalevo 175mg/43.75mg/200mg tablets,19744111000001107,Tablet,Discrete,1,tablet,tablet,175,mg,,,3
0409010X0BBAGAG,Stalevo 175mg/43.75mg/200mg tablets,19744111000001107,Tablet,Discrete,1,tablet,tablet,200,mg,,,3
0409010X0BCAAAF,Sastravi 125mg/31.25mg/200mg tablets,15457411000001105,Tablet,Discrete,1,tablet,tablet,31.25,mg,,,3
0409010X0BCAAAF,Sastravi 125mg/31.25mg/200mg tablets,15457411000001105,Tablet,Discrete,1,tablet,tablet,125,mg,,,3
0409010X0BCAAAF,Sastravi 125mg/31.25mg/200mg tablets,15457411000001105,Tablet,Discrete,1,tablet,tablet,200,mg,,,3
0409010X0BCABAA,Sastravi 50mg/12.5mg/200mg tablets,5322511000001102,Tablet,Discrete,1,tablet,tablet,12.5,mg,,,3
0409010X0BCABAA,Sastravi 50mg/12.5mg/200mg tablets,5322511000001102,Tablet,Discrete,1,tablet,tablet,50,mg,,,3
0409010X0BCABAA,Sastravi 50mg/12.5mg/200mg tablets,5322511000001102,Tablet,Discrete,1,tablet,tablet,200,mg,,,3
0409010X0BCACAE,Sastravi 75mg/18.75mg/200mg tablets,15457511000001109,Tablet,Discrete,1,tablet,tablet,18.75,mg,,,3
0409010X0BCACAE,Sastravi 75mg/18.75mg/200mg tablets,15457511000001109,Tablet,Discrete,1,tablet,tablet,75,mg,,,3
0409010X0BCACAE,Sastravi 75mg/18.75mg/200mg tablets,15457511000001109,Tablet,Discrete,1,tablet,tablet,200,mg,,,3
0409010X0BCADAB,Sastravi 100mg/25mg/200mg tablets,5322311000001108,Tablet,Discrete,1,tablet,tablet,25,mg,,,3
0409010X0BCADAB,Sastravi 100mg/25mg/200mg tablets,5322311000001108,Tablet,Discrete,1,tablet,tablet,100,mg,,,3
0409010X0BCADAB,Sastravi 100mg/25mg/200mg tablets,5322311000001108,Tablet,Discrete,1,tablet,tablet,200,mg,,,3
0409010X0BCAEAC,Sastravi 150mg/37.5mg/200mg tablets,5322411000001101,Tablet,Discrete,1,tablet,tablet,37.5,mg,,,3
0409010X0BCAEAC,Sastravi 150mg/37.5mg/200mg tablets,5322411000001101,Tablet,Discrete,1,tablet,tablet,150,mg,,,3
0409010X0BCAEAC,Sastravi 150mg/37.5mg/200mg tablets,5322411000001101,Tablet,Discrete,1,tablet,tablet,200,mg,,,3
0409010X0BCAFAG,Sastravi 175mg/43.75mg/200mg tablets,19744111000001107,Tablet,Discrete,1,tablet,tablet,43.75,mg,,,3
0409010X0BCAFAG,Sastravi 175mg/43.75mg/200mg tablets,19744111000001107,Tablet,Discrete,1,tablet,tablet,175,mg,,,3
0409010X0BCAFAG,Sastravi 175mg/43.75mg/200mg tablets,19744111000001107,Tablet,Discrete,1,tablet,tablet,200,mg,,,3
0409010X0BCAGAD,Sastravi 200mg/50mg/200mg tablets,13648111000001109,Tablet,Discrete,1,tablet,tablet,50,mg,,,3
0409010X0BCAGAD,Sastravi 200mg/50mg/200mg tablets,13648111000001109,Tablet,Discrete,1,tablet,tablet,200,mg,,,3
0409010X0BDAAAE,Stanek 75mg/18.75mg/200mg tablets,15457511000001109,Tablet,Discrete,1,tablet,tablet,18.75,mg,,,3
0409010X0BDAAAE,Stanek 75mg/18.75mg/200mg tablets,15457511000001109,Tablet,Discrete,1,tablet,tablet,75,mg,,,3
0409010X0BDAAAE,Stanek 75mg/18.75mg/200mg tablets,15457511000001109,Tablet,Discrete,1,tablet,tablet,200,mg,,,3
0409010X0BDABAD,Stanek 200mg/50mg/200mg tablets,13648111000001109,Tablet,Discrete,1,tablet,tablet,50,mg,,,3
0409010X0BDABAD,Stanek 200mg/50mg/200mg tablets,13648111000001109,Tablet,Discrete,1,tablet,tablet,200,mg,,,3
0409010X0BDACAG,Stanek 175mg/43.75mg/200mg tablets,19744111000001107,Tablet,Discrete,1,tablet,tablet,43.75,mg,,,3
0409010X0BDACAG,Stanek 175mg/43.75mg/200mg tablets,19744111000001107,Tablet,Discrete,1,tablet,tablet,175,mg,,,3
0409010X0BDACAG,Stanek 175mg/43.75mg/200mg tablets,19744111000001107,Tablet,Discrete,1,tablet,tablet,200,mg,,,3
0409010X0BDADAC,Stanek 150mg/37.5mg/200mg tablets,5322411000001101,Tablet,Discrete,1,tablet,tablet,37.5,mg,,,3
0409010X0BDADAC,Stanek 150mg/37.5mg/200mg tablets,5322411000001101,Tablet,Discrete,1,tablet,tablet,150,mg,,,3
0409010X0BDADAC,Stanek 150mg/37.5mg/200mg tablets,5322411000001101,Tablet,Discrete,1,tablet,tablet,200,mg,,,3
0409010X0BDAEAA,Stanek 50mg/12.5mg/200mg tablets,5322511000001102,Tablet,Discrete,1,tablet,tablet,12.5,mg,,,3
0409010X0BDAEAA,Stanek 50mg/12.5mg/200mg tablets,5322511000001102,Tablet,Discrete,1,tablet,tablet,50,mg,,,3
0409010X0BDAEAA,Stanek 50mg/12.5mg/200mg tablets,5322511000001102,Tablet,Discrete,1,tablet,tablet,200,mg,,,3
0409010X0BDAFAB,Stanek 100mg/25mg/200mg tablets,5322311000001108,Tablet,Discrete,1,tablet,tablet,25,mg,,,3
0409010X0BDAFAB,Stanek 100mg/25mg/200mg tablets,5322311000001108,Tablet,Discrete,1,tablet,tablet,100,mg,,,3
0409010X0BDAFAB,Stanek 100mg/25mg/200mg tablets,5322311000001108,Tablet,Discrete,1,tablet,tablet,200,mg,,,3
0409010X0BDAGAF,Stanek 125mg/31.25mg/200mg tablets,15457411000001105,Tablet,Discrete,1,tablet,tablet,31.25,mg,,,3
0409010X0BDAGAF,Stanek 125mg/31.25mg/200mg tablets,15457411000001105,Tablet,Discrete,1,tablet,tablet,125,mg,,,3
0409010X0BDAGAF,Stanek 125mg/31.25mg/200mg tablets,15457411000001105,Tablet,Discrete,1,tablet,tablet,200,mg,,,3
0409010Y0AAAAAA,Rasagiline 1mg tablets,418125001,Tablet,Discrete,1,tablet,tablet,1,mg,,,1
0409010Y0AAABAB,Rasagiline 2mg/5ml oral solution,15243511000001102,Oral solution,Continuous,,,,400,microgram,1,ml,1
0409010Y0AAABAB,Rasagiline 2mg/5ml oral suspension,15243611000001103,Oral suspension,Continuous,,,,400,microgram,1,ml,1
0409010Y0BBAAAA,Azilect 1mg tablets,418125001,Tablet,Discrete,1,tablet,tablet,1,mg,,,1
0409010Z0AAAAAA,Rotigotine 2mg/24hours transdermal patches,426384003,Transdermal patch,Discrete,1,patch,patch,2,mg,24,hour,1
0409010Z0AAABAB,Rotigotine 4mg/24hours transdermal patches,425670005,Transdermal patch,Discrete,1,patch,patch,4,mg,24,hour,1
0409010Z0AAACAC,Rotigotine 6mg/24hours transdermal patches,426009004,Transdermal patch,Discrete,1,patch,patch,6,mg,24,hour,1
0409010Z0AAADAD,Rotigotine 8mg/24hours transdermal patches,10142111000001106,Transdermal patch,Discrete,1,patch,patch,8,mg,24,hour,1
0409010Z0AAAEAE,Generic Neupro transdermal patches starter pack,10143511000001109,Not applicable,Not applicable,,,,,,,,
0409010Z0AAAFAF,Rotigotine 1mg/24hours transdermal patches,16683311000001101,Transdermal patch,Discrete,1,patch,patch,1,mg,24,hour,1
0409010Z0AAAGAG,Rotigotine 3mg/24hours transdermal patches,16665711000001104,Transdermal patch,Discrete,1,patch,patch,3,mg,24,hour,1
0409010Z0BBAAAA,Neupro 2mg/24hours transdermal patches,426384003,Transdermal patch,Discrete,1,patch,patch,2,mg,24,hour,1
0409010Z0BBABAB,Neupro 4mg/24hours transdermal patches,425670005,Transdermal patch,Discrete,1,patch,patch,4,mg,24,hour,1
0409010Z0BBACAC,Neupro 6mg/24hours transdermal patches,426009004,Transdermal patch,Discrete,1,patch,patch,6,mg,24,hour,1
0409010Z0BBADAD,Neupro 8mg/24hours transdermal patches,10142111000001106,Transdermal patch,Discrete,1,patch,patch,8,mg,24,hour,1
0409010Z0BBAEAE,Neupro transdermal patches treatment initiation pack,10143511000001109,Not applicable,Not applicable,,,,,,,,
0409010Z0BBAFAF,Neupro 1mg/24hours transdermal patches,16683311000001101,Transdermal patch,Discrete,1,patch,patch,1,mg,24,hour,1
0409010Z0BBAGAG,Neupro 3mg/24hours transdermal patches,16665711000001104,Transdermal patch,Discrete,1,patch,patch,3,mg,24,hour,1
0409020C0AAACAC,Trihexyphenidyl 5mg/5ml oral solution,323226006,Oral solution,Discrete,5,ml,ml,1,mg,1,ml,1
0409020C0AAADAD,Trihexyphenidyl 2mg tablets,323223003,Tablet,Discrete,1,tablet,tablet,2,mg,,,1
0409020C0AAAEAE,Trihexyphenidyl 5mg tablets,323224009,Tablet,Discrete,1,tablet,tablet,5,mg,,,1
0409020C0AAAIAI,Trihexyphenidyl 1mg/5ml oral solution,13360111000001109,Oral solution,Continuous,,,,200,microgram,1,ml,1
0409020C0AAAIAI,Trihexyphenidyl 1mg/5ml oral suspension,13360211000001103,Oral suspension,Continuous,,,,200,microgram,1,ml,1
0409020C0AAAJAJ,Trihexyphenidyl 500micrograms/5ml oral solution,13360311000001106,Oral solution,Continuous,,,,100,microgram,1,ml,1
0409020C0AAAJAJ,Trihexyphenidyl 500micrograms/5ml oral suspension,13360411000001104,Oral suspension,Continuous,,,,100,microgram,1,ml,1
0409020C0AAAKAK,Trihexyphenidyl 5mg/5ml oral suspension,13360511000001100,Oral suspension,Continuous,,,,1,mg,1,ml,1
0409020C0AAALAL,Trihexyphenidyl 2mg/5ml oral solution,8799211000001109,Oral solution,Continuous,,,,400,microgram,1,ml,1
0409020C0AAALAL,Trihexyphenidyl 2mg/5ml oral suspension,8799311000001101,Oral suspension,Continuous,,,,400,microgram,1,ml,1
0409020C0AAAPAP,Trihexyphenidyl 10mg/5ml oral solution,32656911000001103,Oral solution,Continuous,,,,2,mg,1,ml,1
0409020C0AAAQAQ,Trihexyphenidyl 10mg/5ml oral suspension,32657011000001104,Oral suspension,Continuous,,,,2,mg,1,ml,1
0409020C0BCAAAC,Broflex 5mg/5ml syrup,323226006,Oral solution,Discrete,5,ml,ml,1,mg,1,ml,1
0409020C0BEAAAD,Agitane 2mg tablets,323223003,Tablet,Discrete,1,tablet,tablet,2,mg,,,1
0409020C0BEABAE,Agitane 5mg tablets,323224009,Tablet,Discrete,1,tablet,tablet,5,mg,,,1
0409020E0AAAAAA,Benzatropine 2mg/2ml solution for injection ampoules,3627711000001108,Solution for injection,Discrete,2,ml,ampoule,1,mg,1,ml,1
0409020E0AAABAB,Benzatropine 2mg tablets,323239005,Tablet,Discrete,1,tablet,tablet,2,mg,,,1
0409020E0AAACAC,Benzatropine 1mg/5ml oral solution,12285611000001107,Oral solution,Continuous,,,,200,microgram,1,ml,1
0409020E0AAADAD,Benzatropine 1mg tablets,18160911000001103,Tablet,Discrete,1,tablet,tablet,1,mg,,,1
0409020E0BBAAAB,Cogentin 2mg tablets,323239005,Tablet,Discrete,1,tablet,tablet,2,mg,,,1
0409020E0BBABAA,Cogentin 2mg/2ml solution for injection ampoules,3627711000001108,Solution for injection,Discrete,2,ml,ampoule,1,mg,1,ml,1
0409020G0AAAAAA,Biperiden 2mg tablets,323243009,Tablet,Discrete,1,tablet,tablet,2,mg,,,1
0409020G0AAACAC,Biperiden 2mg tablets,323243009,Tablet,Discrete,1,tablet,tablet,2,mg,,,1
0409020G0BBAAAA,Akineton 2mg tablets,323243009,Tablet,Discrete,1,tablet,tablet,2,mg,,,1
0409020N0AAABAB,Orphenadrine 25mg/5ml oral solution sugar free,323233006,Oral solution,Discrete,5,ml,spoonful,5,mg,1,ml,1
0409020N0AAAIAI,Orphenadrine 50mg tablets,323234000,Tablet,Discrete,1,tablet,tablet,50,mg,,,1
0409020N0AAAKAK,Orphenadrine 25mg/5ml oral solution,13003011000001103,Oral solution,Continuous,,,,5,mg,1,ml,1
0409020N0AAALAL,Orphenadrine 50mg/5ml oral solution sugar free,323232001,Oral solution,Discrete,5,ml,spoonful,10,mg,1,ml,1
0409020N0BBAAAB,Biorphen 25mg/5ml oral solution,323233006,Oral solution,Discrete,5,ml,spoonful,5,mg,1,ml,1
0409020N0BCAAAI,Disipal 50mg tablets,323234000,Tablet,Discrete,1,tablet,tablet,50,mg,,,1
0409020S0AAACAC,Procyclidine 10mg/2ml solution for injection ampoules,323257006,Solution for injection,Discrete,2,ml,ampoule,5,mg,1,ml,1
0409020S0AAAEAE,Procyclidine 5mg tablets,323256002,Tablet,Discrete,1,tablet,tablet,5,mg,,,1
0409020S0AAAGAG,Procyclidine 2.5mg/5ml oral solution sugar free,323254004,Oral solution,Discrete,5,ml,spoonful,500,microgram,1,ml,1
0409020S0AAAHAH,Procyclidine 5mg/5ml oral solution sugar free,323255003,Oral solution,Discrete,5,ml,spoonful,1,mg,1,ml,1
0409020S0AAAJAJ,Procyclidine 5mg/5ml oral solution,13133511000001109,Oral solution,Continuous,,,,1,mg,1,ml,1
0409020S0AAAJAJ,Procyclidine 5mg/5ml oral suspension,13133611000001108,Oral suspension,Continuous,,,,1,mg,1,ml,1
0409020S0AAAKAK,Procyclidine 2.5mg/5ml oral solution,13133311000001103,Oral solution,Continuous,,,,500,microgram,1,ml,1
0409020S0AAAKAK,Procyclidine 2.5mg/5ml oral suspension,13133411000001105,Oral suspension,Continuous,,,,500,microgram,1,ml,1
0409020S0BBAAAG,Arpicolin 2.5mg/5ml oral solution,323254004,Oral solution,Discrete,5,ml,spoonful,500,microgram,1,ml,1
0409020S0BBABAH,Arpicolin 5mg/5ml oral solution,323255003,Oral solution,Discrete,5,ml,spoonful,1,mg,1,ml,1
0409020S0BCAAAE,Kemadrin 5mg tablets,323256002,Tablet,Discrete,1,tablet,tablet,5,mg,,,1
0409020S0BCABAC,Kemadrin 10mg/2ml solution for injection ampoules,323257006,Solution for injection,Discrete,2,ml,ampoule,5,mg,1,ml,1
0409020S0BDAAAE,Muscinil 5mg tablets,323256002,Tablet,Discrete,1,tablet,tablet,5,mg,,,1
0409030A0AAAAAA,"Botulinum toxin type B 2,500units/0.5ml solution for injection vials",4639011000001103,Solution for injection,Discrete,0.5,ml,vial,5000,unit,1,ml,1
0409030A0AAABAB,"Botulinum toxin type B 5,000units/1ml solution for injection vials",4639111000001102,Solution for injection,Discrete,1,ml,vial,5000,unit,1,ml,1
0409030A0AAACAC,"Botulinum toxin type B 10,000units/2ml solution for injection vials",4639211000001108,Solution for injection,Discrete,2,ml,vial,5000,unit,1,ml,1
0409030A0BBAAAA,"NeuroBloc 2,500units/0.5ml solution for injection vials",4639011000001103,Solution for injection,Discrete,0.5,ml,vial,5000,unit,1,ml,1
0409030A0BBABAB,"NeuroBloc 5,000units/1ml solution for injection vials",4639111000001102,Solution for injection,Discrete,1,ml,vial,5000,unit,1,ml,1
0409030A0BBACAC,"NeuroBloc 10,000units/2ml solution for injection vials",4639211000001108,Solution for injection,Discrete,2,ml,vial,5000,unit,1,ml,1
0409030B0AAAAAA,Botulinum toxin type A 500unit powder for solution for injection vials,323266005,Powder for solution for injection,Discrete,1,vial,vial,500,unit,,,1
0409030B0AAADAD,Botulinum toxin type A 50unit powder for solution for injection vials,10190611000001108,Powder for solution for injection,Discrete,1,vial,vial,50,unit,,,1
0409030B0AAAEAE,Botulinum toxin type A 100unit powder for solution for injection vials,10226111000001106,Powder for solution for injection,Discrete,1,vial,vial,100,unit,,,1
0409030B0AAAFAF,Botulinum toxin type A 125unit powder for solution for injection vials,15773811000001106,Powder for solution for injection,Discrete,1,vial,vial,125,unit,,,1
0409030B0AAAGAG,Botulinum toxin type A 200unit powder for solution for injection vials,16592811000001105,Powder for solution for injection,Discrete,1,vial,vial,200,unit,,,1
