month,chemical,chemical_code,items
2017-03-01,Triamcinolone Hexacetonide,1001022Y0,798
2017-03-01,Umeclidinium Brom,0301020T0,76970
2017-03-01,Umeclidinium Brom/Vilanterol,0301040W0,49734
2017-03-01,Vortioxetine,0403040AB,15984
2017-04-01,Aclidinium Brom/Formoterol,0301040V0,20352
2017-04-01,Alogliptin,0601023AK,270534
2017-04-01,Aripiprazole,0402020AD,1148
2017-04-01,Avanafil,0704050AC,5022
2017-04-01,Brimonidine Tart (Rosacea),1306030A0,1830
2017-04-01,Brinzolamide/Brimonidine,1106000AL,23380
2017-04-01,Brivaracetam,0408010AL,6636
2017-04-01,Canagliflozin,0601023AM,119856
2017-04-01,Canagliflozin/Metformin,0601023AP,2416
2017-04-01,Ciclosporin (Eye Anti Inflam),1104020AE,4119
2017-04-01,Ciprofloxain/Dexameth,1201010AE,2518
2017-04-01,Clindamycin/Tretinoin,1306010AB,3622
2017-04-01,Dapagliflozin/Metformin,0601023AL,6492
2017-04-01,Dulaglutide,0601023AQ,47688
2017-04-01,Edoxaban,0208020AA,27870
2017-04-01,Empagliflozin,0601023AN,118552
2017-04-01,Empagliflozin/Metformin,0601023AR,7272
2017-04-01,Fluticasone Furoate (Inh),0302000V0,293300
2017-04-01,Fosfomycin Trometamol,0501070AE,7263
2017-04-01,Guanfacine,0404000V0,3504
2017-04-01,Indacaterol/Glycopyrronium,0301040Y0,20186
2017-04-01,Ins Degludec/Liraglutide,0601023AU,2148
2017-04-01,Ivermectin,1306030B0,4824
2017-04-01,Lurasidone,0402010AI,4242
2017-04-01,Naloxegol,0106060B0,2156
2017-04-01,Nitrous Oxide,1501020R0,688
2017-04-01,Opicapone,0409010AB,128
2017-04-01,Perindopril + Calcium Channel Blocker,0205051AC,612
2017-04-01,Sacubitril/Valsartan,0205052AE,14874
2017-04-01,Safinamide,0409010AA,512
2017-04-01,Saxagliptin/Dapagliflozin,0601023AV,164
2017-04-01,Solifenacin/Tamsulosin,0704010W0,7128
2017-04-01,Tafluprost & Timolol,1106000AM,1076
2017-04-01,Tiotropium Brom/Olodaterol,0301040X0,10256
2017-04-01,Triamcinolone Hexacetonide,1001022Y0,651
2017-04-01,Umeclidinium Brom,0301020T0,71056
2017-04-01,Umeclidinium Brom/Vilanterol,0301040W0,45670
2017-04-01,Vortioxetine,0403040AB,15738
2017-05-01,Aclidinium Brom/Formoterol,0301040V0,23012
2017-05-01,Alogliptin,0601023AK,307146
2017-05-01,Aripiprazole,0402020AD,1404
2017-05-01,Avanafil,0704050AC,5190
2017-05-01,Brimonidine Tart (Rosacea),1306030A0,2184
2017-05-01,Brinzolamide/Brimonidine,1106000AL,25370
2017-05-01,Brivaracetam,0408010AL,7896
2017-05-01,Canagliflozin,0601023AM,131080
2017-05-01,Canagliflozin/Metformin,0601023AP,2512
2017-05-01,Ciclosporin (Eye Anti Inflam),1104020AE,4860
2017-05-01,Ciprofloxain/Dexameth,1201010AE,3160
2017-05-01,Clindamycin/Tretinoin,1306010AB,3920
2017-05-01,Dapagliflozin/Metformin,0601023AL,6824
2017-05-01,Dulaglutide,0601023AQ,56464
2017-05-01,Edoxaban,0208020AA,34638
2017-05-01,Empagliflozin,0601023AN,136040
2017-05-01,Empagliflozin/Metformin,0601023AR,8624
2017-05-01,Fluticasone Furoate (Inh),0302000V0,327720
2017-05-01,Fosfomycin Trometamol,0501070AE,8460
2017-05-01,Guanfacine,0404000V0,4680
2017-05-01,Indacaterol/Glycopyrronium,0301040Y0,23066
2017-05-01,Ins Degludec/Liraglutide,0601023AU,2418
2017-05-01,Ivermectin,1306030B0,5720
2017-05-01,Lurasidone,0402010AI,4884
2017-05-01,Naloxegol,0106060B0,2480
2017-05-01,Nitrous Oxide,1501020R0,720
2017-05-01,Opicapone,0409010AB,178
2017-05-01,Perindopril + Calcium Channel Blocker,0205051AC,788
2017-05-01,Sacubitril/Valsartan,0205052AE,17796
2017-05-01,Safinamide,0409010AA,524
2017-05-01,Saxagliptin/Dapagliflozin,0601023AV,246
2017-05-01,Solifenacin/Tamsulosin,0704010W0,7498
2017-05-01,Tafluprost & Timolol,1106000AM,1276
2017-05-01,Tiotropium Brom/Olodaterol,0301040X0,11582
2017-05-01,Triamcinolone Hexacetonide,1001022Y0,784
2017-05-01,Umeclidinium Brom,0301020T0,80538
2017-05-01,Umeclidinium Brom/Vilanterol,0301040W0,51730
2017-05-01,Vortioxetine,0403040AB,18228
2017-06-01,Aclidinium Brom/Formoterol,0301040V0,23826
2017-06-01,Alogliptin,0601023AK,322380
2017-06-01,Aripiprazole,0402020AD,1456
2017-06-01,Avanafil,0704050AC,5394
2017-06-01,Brimonidine Tart (Rosacea),1306030A0,1944
2017-06-01,Brinzolamide/Brimonidine,1106000AL,26796
2017-06-01,Brivaracetam,0408010AL,8372
2017-06-01,Canagliflozin,0601023AM,135564
2017-06-01,Canagliflozin/Metformin,0601023AP,2684
2017-06-01,Ciclosporin (Eye Anti Inflam),1104020AE,5133
2017-06-01,Ciprofloxain/Dexameth,1201010AE,3644
2017-06-01,Clindamycin/Tretinoin,1306010AB,4118
2017-06-01,Dapagliflozin/Metformin,0601023AL,7112
2017-06-01,Dulaglutide,0601023AQ,60952
2017-06-01,Edoxaban,0208020AA,40872
2017-06-01,Empagliflozin,0601023AN,146812
2017-06-01,Empagliflozin/Metformin,0601023AR,9544
2017-06-01,Fluticasone Furoate (Inh),0302000V0,344905
2017-06-01,Fosfomycin Trometamol,0501070AE,9882
2017-06-01,Guanfacine,0404000V0,4768
2017-06-01,Indacaterol/Glycopyrronium,0301040Y0,25224
2017-06-01,Ins Degludec/Liraglutide,0601023AU,2518
2017-06-01,Ivermectin,1306030B0,6046
2017-06-01,Lurasidone,0402010AI,5190
2017-06-01,Naloxegol,0106060B0,2720
2017-06-01,Nitrous Oxide,1501020R0,560
2017-06-01,Opicapone,0409010AB,246
2017-06-01,Perindopril + Calcium Channel Blocker,0205051AC,720
2017-06-01,Sacubitril/Valsartan,0205052AE,20280
2017-06-01,Safinamide,0409010AA,656
2017-06-01,Saxagliptin/Dapagliflozin,0601023AV,344
2017-06-01,Solifenacin/Tamsulosin,0704010W0,7888
2017-06-01,Tafluprost & Timolol,1106000AM,1454
2017-06-01,Tiotropium Brom/Olodaterol,0301040X0,13642
2017-06-01,Triamcinolone Hexacetonide,1001022Y0,749
2017-06-01,Umeclidinium Brom,0301020T0,86202
2017-06-01,Umeclidinium Brom/Vilanterol,0301040W0,54564
2017-06-01,Vortioxetine,0403040AB,19248
2017-07-01,Aclidinium Brom/Formoterol,0301040V0,24204
2017-07-01,Alogliptin,0601023AK,330024
2017-07-01,Aripiprazole,0402020AD,1464
2017-07-01,Avanafil,0704050AC,5358
2017-07-01,Belladonna Alkaloids,0102000H0,42
2017-07-01,Brimonidine Tart (Rosacea),1306030A0,1618
2017-07-01,Brinzolamide/Brimonidine,1106000AL,26438
2017-07-01,Brivaracetam,0408010AL,8330
2017-07-01,Canagliflozin,0601023AM,133484
2017-07-01,Canagliflozin/Metformin,0601023AP,2508
2017-07-01,Ciclosporin (Eye Anti Inflam),1104020AE,5415
2017-07-01,Ciprofloxain/Dexameth,1201010AE,2504
2017-07-01,Clindamycin/Tretinoin,1306010AB,4002
2017-07-01,Dapagliflozin/Metformin,0601023AL,7364
2017-07-01,Dulaglutide,0601023AQ,64432
2017-07-01,Edoxaban,0208020AA,46266
2017-07-01,Empagliflozin,0601023AN,155340
2017-07-01,Empagliflozin/Metformin,0601023AR,9896
2017-07-01,Fluticasone Furoate (Inh),0302000V0,342800
2017-07-01,Fosfomycin Trometamol,0501070AE,10242
2017-07-01,Guanfacine,0404000V0,5008
2017-07-01,Indacaterol/Glycopyrronium,0301040Y0,26084
2017-07-01,Ins Degludec/Liraglutide,0601023AU,2522
2017-07-01,Ivermectin,1306030B0,5702
2017-07-01,Lurasidone,0402010AI,5202
2017-07-01,Naloxegol,0106060B0,2796
2017-07-01,Nitrous Oxide,1501020R0,608
2017-07-01,Opicapone,0409010AB,292
2017-07-01,Perindopril + Calcium Channel Blocker,0205051AC,672
2017-07-01,Sacubitril/Valsartan,0205052AE,22542
2017-07-01,Safinamide,0409010AA,724
2017-07-01,Saxagliptin/Dapagliflozin,0601023AV,384
2017-07-01,Solifenacin/Tamsulosin,0704010W0,7716
2017-07-01,Tafluprost & Timolol,1106000AM,1350
2017-07-01,Tiotropium Brom/Olodaterol,0301040X0,13808
2017-07-01,Triamcinolone Hexacetonide,1001022Y0,693
2017-07-01,Umeclidinium Brom,0301020T0,87014
2017-07-01,Umeclidinium Brom/Vilanterol,0301040W0,55314
2017-07-01,Vortioxetine,0403040AB,20394
2017-08-01,Aclidinium Brom/Formoterol,0301040V0,25470
2017-08-01,Alogliptin,0601023AK,348360
2017-08-01,Aripiprazole,0402020AD,1500
2017-08-01,Avanafil,0704050AC,5430
2017-08-01,BeclometDiprop/Formoterol/Glycopyrronium,0301011AB,1
2017-08-01,Belladonna Alkaloids,0102000H0,2870
2017-08-01,Brimonidine Tart (Rosacea),1306030A0,1726
2017-08-01,Brinzolamide/Brimonidine,1106000AL,27346
2017-08-01,Brivaracetam,0408010AL,9156
2017-08-01,Canagliflozin,0601023AM,132540
2017-08-01,Canagliflozin/Metformin,0601023AP,2652
2017-08-01,Ciclosporin (Eye Anti Inflam),1104020AE,5430
2017-08-01,Ciprofloxain/Dexameth,1201010AE,1918
2017-08-01,Clindamycin/Tretinoin,1306010AB,3696
2017-08-01,Dapagliflozin/Metformin,0601023AL,7488
2017-08-01,Dulaglutide,0601023AQ,69436
2017-08-01,Edoxaban,0208020AA,54180
2017-08-01,Empagliflozin,0601023AN,163372
2017-08-01,Empagliflozin/Metformin,0601023AR,10752
2017-08-01,Fluticasone Furoate (Inh),0302000V0,357405
2017-08-01,Fosfomycin Trometamol,0501070AE,15120
2017-08-01,Guanfacine,0404000V0,5136
2017-08-01,Indacaterol/Glycopyrronium,0301040Y0,27954
2017-08-01,Ins Degludec/Liraglutide,0601023AU,2706
2017-08-01,Ivermectin,1306030B0,5584
2017-08-01,Lurasidone,0402010AI,5028
2017-08-01,Naloxegol,0106060B0,3204
2017-08-01,Nitrous Oxide,1501020R0,672
2017-08-01,Opicapone,0409010AB,354
2017-08-01,Perindopril + Calcium Channel Blocker,0205051AC,784
2017-08-01,Sacubitril/Valsartan,0205052AE,24552
2017-08-01,Safinamide,0409010AA,764
2017-08-01,Saxagliptin/Dapagliflozin,0601023AV,480
2017-08-01,Solifenacin/Tamsulosin,0704010W0,7984
2017-08-01,Tafluprost & Timolol,1106000AM,1456
2017-08-01,Tiotropium Brom/Olodaterol,0301040X0,14602
2017-08-01,Triamcinolone Hexacetonide,1001022Y0,2198
2017-08-01,Umeclidinium Brom,0301020T0,92110
2017-08-01,Umeclidinium Brom/Vilanterol,0301040W0,58372
2017-08-01,Vortioxetine,0403040AB,21108
2017-09-01,Aclidinium Brom/Formoterol,0301040V0,25824
2017-09-01,Alogliptin,0601023AK,350580
2017-09-01,Aripiprazole,0402020AD,1628
2017-09-01,Avanafil,0704050AC,5334
2017-09-01,BeclometDiprop/Formoterol/Glycopyrronium,0301011AB,48
2017-09-01,Belladonna Alkaloids,0102000H0,1540
2017-09-01,Brimonidine Tart (Rosacea),1306030A0,1618
2017-09-01,Brinzolamide/Brimonidine,1106000AL,27118
2017-09-01,Brivaracetam,0408010AL,9856
2017-09-01,Canagliflozin,0601023AM,132484
2017-09-01,Canagliflozin/Metformin,0601023AP,2524
2017-09-01,Ciclosporin (Eye Anti Inflam),1104020AE,5820
2017-09-01,Ciprofloxain/Dexameth,1201010AE,3564
2017-09-01,Clindamycin/Tretinoin,1306010AB,4276
2017-09-01,Dapagliflozin/Metformin,0601023AL,7640
2017-09-01,Dulaglutide,0601023AQ,71856
2017-09-01,Edoxaban,0208020AA,59958
2017-09-01,Empagliflozin,0601023AN,168776
2017-09-01,Empagliflozin/Metformin,0601023AR,11048
2017-09-01,Fluticasone Furoate (Inh),0302000V0,362020
2017-09-01,Fosfomycin Trometamol,0501070AE,16083
2017-09-01,Guanfacine,0404000V0,5720
2017-09-01,Indacaterol/Glycopyrronium,0301040Y0,28544
2017-09-01,Ins Degludec/Liraglutide,0601023AU,2788
2017-09-01,Ivermectin,1306030B0,5662
2017-09-01,Lurasidone,0402010AI,5286
2017-09-01,Naloxegol,0106060B0,3204
2017-09-01,Nitrous Oxide,1501020R0,448
2017-09-01,Opicapone,0409010AB,396
2017-09-01,Perindopril + Calcium Channel Blocker,0205051AC,608
2017-09-01,Sacubitril/Valsartan,0205052AE,25566
2017-09-01,Safinamide,0409010AA,824
2017-09-01,Saxagliptin/Dapagliflozin,0601023AV,496
2017-09-01,Solifenacin/Tamsulosin,0704010W0,7592
2017-09-01,Tafluprost & Timolol,1106000AM,1472
2017-09-01,Tiotropium Brom/Olodaterol,0301040X0,15828
2017-09-01,Triamcinolone Hexacetonide,1001022Y0,1701
2017-09-01,Umeclidinium Brom,0301020T0,93712
2017-09-01,Umeclidinium Brom/Vilanterol,0301040W0,58838
2017-09-01,Vortioxetine,0403040AB,22296
2017-10-01,Aclidinium Brom/Formoterol,0301040V0,26446
2017-10-01,Alogliptin,0601023AK,370308
2017-10-01,Aripiprazole,0402020AD,1664
2017-10-01,Avanafil,0704050AC,5502
2017-10-01,BeclometDiprop/Formoterol/Glycopyrronium,0301011AB,597
2017-10-01,Belladonna Alkaloids,0102000H0,1274
2017-10-01,Brimonidine Tart (Rosacea),1306030A0,1536
2017-10-01,Brinzolamide/Brimonidine,1106000AL,27946
2017-10-01,Brivaracetam,0408010AL,9786
2017-10-01,Canagliflozin,0601023AM,133088
2017-10-01,Canagliflozin/Metformin,0601023AP,2732
2017-10-01,Ciclosporin (Eye Anti Inflam),1104020AE,5997
2017-10-01,Ciprofloxain/Dexameth,1201010AE,3904
2017-10-01,Clindamycin/Tretinoin,1306010AB,4554
2017-10-01,Dapagliflozin/Metformin,0601023AL,8036
2017-10-01,Dulaglutide,0601023AQ,76512
2017-10-01,Edoxaban,0208020AA,69168
2017-10-01,Empagliflozin,0601023AN,182732
2017-10-01,Empagliflozin/Metformin,0601023AR,11664
2017-10-01,Fluticasone Furoate (Inh),0302000V0,381235
2017-10-01,Fosfomycin Trometamol,0501070AE,15174
2017-10-01,Guanfacine,0404000V0,5792
2017-10-01,Indacaterol/Glycopyrronium,0301040Y0,30602
2017-10-01,Ins Degludec/Liraglutide,0601023AU,2924
2017-10-01,Ivermectin,1306030B0,6108
2017-10-01,Lurasidone,0402010AI,5262
2017-10-01,Naloxegol,0106060B0,3464
2017-10-01,Nitrous Oxide,1501020R0,544
2017-10-01,Opicapone,0409010AB,498
2017-10-01,Perindopril + Calcium Channel Blocker,0205051AC,780
2017-10-01,Sacubitril/Valsartan,0205052AE,29970
2017-10-01,Safinamide,0409010AA,904
2017-10-01,Saxagliptin/Dapagliflozin,0601023AV,580
2017-10-01,Solifenacin/Tamsulosin,0704010W0,8012
2017-10-01,Tafluprost & Timolol,1106000AM,1552
2017-10-01,Tiotropium Brom/Olodaterol,0301040X0,17444
2017-10-01,Triamcinolone Hexacetonide,1001022Y0,819
2017-10-01,Umeclidinium Brom,0301020T0,98656
2017-10-01,Umeclidinium Brom/Vilanterol,0301040W0,61836
2017-10-01,Vortioxetine,0403040AB,23292
2017-11-01,Aclidinium Brom/Formoterol,0301040V0,27674
2017-11-01,Alogliptin,0601023AK,392340
2017-11-01,Aripiprazole,0402020AD,1708
2017-11-01,Avanafil,0704050AC,5286
2017-11-01,BeclometDiprop/Formoterol/Glycopyrronium,0301011AB,1716
2017-11-01,Belladonna Alkaloids,0102000H0,966
2017-11-01,Brimonidine Tart (Rosacea),1306030A0,1650
2017-11-01,Brinzolamide/Brimonidine,1106000AL,29034
2017-11-01,Brivaracetam,0408010AL,11620
2017-11-01,Canagliflozin,0601023AM,135012
2017-11-01,Canagliflozin/Metformin,0601023AP,2796
2017-11-01,Ciclosporin (Eye Anti Inflam),1104020AE,6333
2017-11-01,Ciprofloxain/Dexameth,1201010AE,3962
2017-11-01,Clindamycin/Tretinoin,1306010AB,4662
2017-11-01,Dapagliflozin/Metformin,0601023AL,8040
2017-11-01,Dulaglutide,0601023AQ,82536
2017-11-01,Edoxaban,0208020AA,79122
2017-11-01,Empagliflozin,0601023AN,194984
2017-11-01,Empagliflozin/Metformin,0601023AR,12768
2017-11-01,Fluticasone Furoate (Inh),0302000V0,393905
2017-11-01,Fosfomycin Trometamol,0501070AE,14823
2017-11-01,Guanfacine,0404000V0,6528
2017-11-01,Indacaterol/Glycopyrronium,0301040Y0,32396
2017-11-01,Ins Degludec/Liraglutide,0601023AU,2992
2017-11-01,Ivermectin,1306030B0,6344
2017-11-01,Lurasidone,0402010AI,5460
2017-11-01,Naloxegol,0106060B0,3732
2017-11-01,Nitrous Oxide,1501020R0,688
2017-11-01,Opicapone,0409010AB,608
2017-11-01,Perindopril + Calcium Channel Blocker,0205051AC,748
2017-11-01,Sacubitril/Valsartan,0205052AE,32160
2017-11-01,Safinamide,0409010AA,1024
2017-11-01,Saxagliptin/Dapagliflozin,0601023AV,624
2017-11-01,Solifenacin/Tamsulosin,0704010W0,8066
2017-11-01,Tafluprost & Timolol,1106000AM,1710
2017-11-01,Tiotropium Brom/Olodaterol,0301040X0,18654
2017-11-01,Triamcinolone Hexacetonide,1001022Y0,959
2017-11-01,Umeclidinium Brom,0301020T0,103594
2017-11-01,Umeclidinium Brom/Vilanterol,0301040W0,65276
2017-11-01,Vortioxetine,0403040AB,25092
2017-12-01,Aclidinium Brom/Formoterol,0301040V0,27996
2017-12-01,Alogliptin,0601023AK,407184
2017-12-01,Aripiprazole,0402020AD,1776
2017-12-01,Avanafil,0704050AC,5508
2017-12-01,BeclometDiprop/Formoterol/Glycopyrronium,0301011AB,2767
2017-12-01,Belladonna Alkaloids,0102000H0,882
2017-12-01,Brimonidine Tart (Rosacea),1306030A0,1468
2017-12-01,Brinzolamide/Brimonidine,1106000AL,29500
2017-12-01,Brivaracetam,0408010AL,12348
2017-12-01,Canagliflozin,0601023AM,133684
2017-12-01,Canagliflozin/Metformin,0601023AP,2712
2017-12-01,Ciclosporin (Eye Anti Inflam),1104020AE,6645
2017-12-01,Ciprofloxain/Dexameth,1201010AE,3612
2017-12-01,Clindamycin/Tretinoin,1306010AB,3958
2017-12-01,Dapagliflozin/Metformin,0601023AL,8524
2017-12-01,Dulaglutide,0601023AQ,86900
2017-12-01,Edoxaban,0208020AA,88770
2017-12-01,Empagliflozin,0601023AN,206568
2017-12-01,Empagliflozin/Metformin,0601023AR,13376
2017-12-01,Fluticasone Furoate (Inh),0302000V0,402420
2017-12-01,Fosfomycin Trometamol,0501070AE,16155
2017-12-01,Guanfacine,0404000V0,6976
2017-12-01,Indacaterol/Glycopyrronium,0301040Y0,33224
2017-12-01,Ins Degludec/Liraglutide,0601023AU,3240
2017-12-01,Ivermectin,1306030B0,6012
2017-12-01,Lurasidone,0402010AI,6012
2017-12-01,Naloxegol,0106060B0,4028
2017-12-01,Nitrous Oxide,1501020R0,480
2017-12-01,Opicapone,0409010AB,740
2017-12-01,Perindopril + Calcium Channel Blocker,0205051AC,856
2017-12-01,Sacubitril/Valsartan,0205052AE,35034
2017-12-01,Safinamide,0409010AA,1080
2017-12-01,Saxagliptin/Dapagliflozin,0601023AV,632
2017-12-01,Solifenacin/Tamsulosin,0704010W0,7952
2017-12-01,Tafluprost & Timolol,1106000AM,1776
2017-12-01,Tiotropium Brom/Olodaterol,0301040X0,19296
2017-12-01,Triamcinolone Hexacetonide,1001022Y0,1729
2017-12-01,Umeclidinium Brom,0301020T0,106030
2017-12-01,Umeclidinium Brom/Vilanterol,0301040W0,66348
2017-12-01,Vortioxetine,0403040AB,26172
2018-01-01,Aclidinium Brom/Formoterol,0301040V0,28436
2018-01-01,Alogliptin,0601023AK,422688
2018-01-01,Aripiprazole,0402020AD,1924
2018-01-01,Avanafil,0704050AC,5706
2018-01-01,BeclometDiprop/Formoterol/Glycopyrronium,0301011AB,4078
2018-01-01,Belladonna Alkaloids,0102000H0,1260
2018-01-01,Brimonidine Tart (Rosacea),1306030A0,1546
2018-01-01,Brinzolamide/Brimonidine,1106000AL,29980
2018-01-01,Brivaracetam,0408010AL,13454
2018-01-01,Canagliflozin,0601023AM,137172
2018-01-01,Canagliflozin/Metformin,0601023AP,2772
2018-01-01,Ciclosporin (Eye Anti Inflam),1104020AE,6798
2018-01-01,Ciprofloxain/Dexameth,1201010AE,2470
2018-01-01,Clindamycin/Tretinoin,1306010AB,4666
2018-01-01,Dapagliflozin/Metformin,0601023AL,8904
2018-01-01,Dulaglutide,0601023AQ,91448
2018-01-01,Edoxaban,0208020AA,99762
2018-01-01,Empagliflozin,0601023AN,218104
2018-01-01,Empagliflozin/Metformin,0601023AR,15208
2018-01-01,Fluticasone Furoate (Inh),0302000V0,415805
2018-01-01,Fosfomycin Trometamol,0501070AE,17559
2018-01-01,Guanfacine,0404000V0,7552
2018-01-01,Indacaterol/Glycopyrronium,0301040Y0,34578
2018-01-01,Ins Degludec/Liraglutide,0601023AU,3288
2018-01-01,Ivermectin,1306030B0,6302
2018-01-01,Lurasidone,0402010AI,6228
2018-01-01,Naloxegol,0106060B0,4068
2018-01-01,Nitrous Oxide,1501020R0,528
2018-01-01,Opicapone,0409010AB,878
2018-01-01,Perindopril + Calcium Channel Blocker,0205051AC,832
2018-01-01,Sacubitril/Valsartan,0205052AE,38196
2018-01-01,Safinamide,0409010AA,1176
2018-01-01,Saxagliptin/Dapagliflozin,0601023AV,736
2018-01-01,Solifenacin/Tamsulosin,0704010W0,8084
2018-01-01,Tafluprost & Timolol,1106000AM,1838
2018-01-01,Tiotropium Brom/Olodaterol,0301040X0,20878
2018-01-01,Triamcinolone Hexacetonide,1001022Y0,1785
2018-01-01,Umeclidinium Brom,0301020T0,109940
2018-01-01,Umeclidinium Brom/Vilanterol,0301040W0,70058
2018-01-01,Vortioxetine,0403040AB,28140
2018-02-01,Aclidinium Brom/Formoterol,0301040V0,26172
2018-02-01,Alogliptin,0601023AK,398310
2018-02-01,Aripiprazole,0402020AD,1712
2018-02-01,Avanafil,0704050AC,4974
2018-02-01,BeclometDiprop/Formoterol/Glycopyrronium,0301011AB,5190
2018-02-01,Belladonna Alkaloids,0102000H0,1190
2018-02-01,Brimonidine Tart (Rosacea),1306030A0,1540
2018-02-01,Brinzolamide/Brimonidine,1106000AL,26946
2018-02-01,Brivaracetam,0408010AL,12810
2018-02-01,Canagliflozin,0601023AM,124596
2018-02-01,Canagliflozin/Metformin,0601023AP,2668
2018-02-01,Ciclosporin (Eye Anti Inflam),1104020AE,6480
2018-02-01,Ciprofloxain/Dexameth,1201010AE,3426
2018-02-01,Clindamycin/Tretinoin,1306010AB,4218
2018-02-01,Dapagliflozin/Metformin,0601023AL,8252
2018-02-01,Dulaglutide,0601023AQ,87728
2018-02-01,Edoxaban,0208020AA,101052
2018-02-01,Empagliflozin,0601023AN,209104
2018-02-01,Empagliflozin/Metformin,0601023AR,14824
2018-02-01,Fluticasone Furoate (Inh),0302000V0,384105
2018-02-01,Fosfomycin Trometamol,0501070AE,17019
2018-02-01,Guanfacine,0404000V0,6696
2018-02-01,Indacaterol/Glycopyrronium,0301040Y0,32268
2018-02-01,Ins Degludec/Liraglutide,0601023AU,2964
2018-02-01,Ivermectin,1306030B0,6472
2018-02-01,Lurasidone,0402010AI,5448
2018-02-01,Naloxegol,0106060B0,4040
2018-02-01,Nitrous Oxide,1501020R0,448
2018-02-01,Opicapone,0409010AB,918
2018-02-01,Perindopril + Calcium Channel Blocker,0205051AC,768
2018-02-01,Sacubitril/Valsartan,0205052AE,37464
2018-02-01,Safinamide,0409010AA,1128
2018-02-01,Saxagliptin/Dapagliflozin,0601023AV,704
2018-02-01,Solifenacin/Tamsulosin,0704010W0,7464
2018-02-01,Tafluprost & Timolol,1106000AM,1782
2018-02-01,Tiotropium Brom/Olodaterol,0301040X0,19592
2018-02-01,Triamcinolone Hexacetonide,1001022Y0,1323
2018-02-01,Umeclidinium Brom,0301020T0,101344
2018-02-01,Umeclidinium Brom/Vilanterol,0301040W0,65374
2018-02-01,Vortioxetine,0403040AB,27300
2018-03-01,Aclidinium Brom/Formoterol,0301040V0,28910
2018-03-01,Alogliptin,0601023AK,454632
2018-03-01,Aripiprazole,0402020AD,1812
2018-03-01,Avanafil,0704050AC,5658
2018-03-01,BeclometDiprop/Formoterol/Glycopyrronium,0301011AB,7481
2018-03-01,Belladonna Alkaloids,0102000H0,1792
2018-03-01,Brimonidine Tart (Rosacea),1306030A0,1760
2018-03-01,Brinzolamide/Brimonidine,1106000AL,30138
2018-03-01,Brivaracetam,0408010AL,14742
2018-03-01,Canagliflozin,0601023AM,137784
2018-03-01,Canagliflozin/Metformin,0601023AP,3080
2018-03-01,Ciclosporin (Eye Anti Inflam),1104020AE,7083
2018-03-01,Ciprofloxain/Dexameth,1201010AE,3826
2018-03-01,Clindamycin/Tretinoin,1306010AB,4624
2018-03-01,Dapagliflozin/Metformin,0601023AL,9648
2018-03-01,Dulaglutide,0601023AQ,101284
2018-03-01,Edoxaban,0208020AA,122184
2018-03-01,Empagliflozin,0601023AN,242428
2018-03-01,Empagliflozin/Metformin,0601023AR,17064
2018-03-01,Fluticasone Furoate (Inh),0302000V0,434630
2018-03-01,Fosfomycin Trometamol,0501070AE,19845
2018-03-01,Guanfacine,0404000V0,8304
2018-03-01,Indacaterol/Glycopyrronium,0301040Y0,37382
2018-03-01,Ins Degludec/Liraglutide,0601023AU,3404
2018-03-01,Ivermectin,1306030B0,7294
2018-03-01,Lurasidone,0402010AI,5874
2018-03-01,Naloxegol,0106060B0,4304
2018-03-01,Nitrous Oxide,1501020R0,416
2018-03-01,Opicapone,0409010AB,1144
2018-03-01,Perindopril + Calcium Channel Blocker,0205051AC,816
2018-03-01,Sacubitril/Valsartan,0205052AE,43956
2018-03-01,Safinamide,0409010AA,1452
2018-03-01,Saxagliptin/Dapagliflozin,0601023AV,814
2018-03-01,Solifenacin/Tamsulosin,0704010W0,8346
2018-03-01,Tafluprost & Timolol,1106000AM,2140
2018-03-01,Tiotropium Brom/Olodaterol,0301040X0,23156
2018-03-01,Triamcinolone Hexacetonide,1001022Y0,1624
2018-03-01,Umeclidinium Brom,0301020T0,114004
2018-03-01,Umeclidinium Brom/Vilanterol,0301040W0,74476
2018-03-01,Vortioxetine,0403040AB,30936
2018-04-01,Aclidinium Brom/Formoterol,0301040V0,28378
2018-04-01,Alogliptin,0601023AK,452124
2018-04-01,Aripiprazole,0402020AD,1860
2018-04-01,Avanafil,0704050AC,5496
2018-04-01,BeclometDiprop/Formoterol/Glycopyrronium,0301011AB,8949
2018-04-01,Belladonna Alkaloids,0102000H0,1722
2018-04-01,Brimonidine Tart (Rosacea),1306030A0,1884
2018-04-01,Brinzolamide/Brimonidine,1106000AL,29728
2018-04-01,Brivaracetam,0408010AL,14686
2018-04-01,Canagliflozin,0601023AM,133820
2018-04-01,Canagliflozin/Metformin,0601023AP,2960
2018-04-01,Ciclosporin (Eye Anti Inflam),1104020AE,7227
2018-04-01,Ciprofloxain/Dexameth,1201010AE,3652
2018-04-01,Clindamycin/Tretinoin,1306010AB,4402
2018-04-01,Dapagliflozin/Metformin,0601023AL,9400
2018-04-01,Dulaglutide,0601023AQ,103036
2018-04-01,Edoxaban,0208020AA,130512
2018-04-01,Empagliflozin,0601023AN,247008
2018-04-01,Empagliflozin/Metformin,0601023AR,17512
2018-04-01,Fluticasone Furoate (Inh),0302000V0,432495
2018-04-01,Fosfomycin Trometamol,0501070AE,19287
2018-04-01,Guanfacine,0404000V0,7776
2018-04-01,Indacaterol/Glycopyrronium,0301040Y0,36646
