pct,month,BNFCode,BNFName,TotalItems,TotalCost
99F,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,25,682.15
03Y,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,3,118.17
02G,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,32,787.05
05D,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,33,982.4899999999998
01C,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,41,1144.7499999999998
00Y,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,36,1108.9800000000005
15C,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,220,6476.080000000001
02D,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,22,609.21
99J,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,220,5601.590000000002
99K,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,143,3124.970000000001
99Q,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,68,2025.5100000000002
03T,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,132,3489.6299999999997
08Y,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,37,878.52
04M,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,49,1515.45
07W,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,31,832.6800000000001
01D,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,54,1238.4500000000003
02A,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,29,708.65
99M,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,47,1262.27
10A,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,106,2477.14
04G,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,74,2013.6700000000003
03E,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,67,1868.93
05Q,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,98,2445.5299999999997
03D,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,64,1725.67
09C,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,31,671.29
00Q,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,41,1219.94
02H,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,44,1153.9
05F,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,98,2304.9500000000007
00V,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,61,1468.16
00D,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,28,801.5
09W,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,67,1772.44
08Q,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,52,1283.6300000000003
03N,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,166,4463.289999999999
00P,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,57,1515.65
07Y,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,31,784.29
08C,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,20,541.8299999999999
08G,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,34,949.6700000000001
02P,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,99,2275.5200000000004
01R,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,30,1129.06
05N,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,276,7394.63
06T,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,62,1585.9
01W,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,24,835.6500000000001
09G,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,181,5063.609999999999
08M,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,40,1029.7600000000002
06D,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,25,993.5
08A,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,93,2102.3599999999997
05V,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,56,1481.5300000000002
09A,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,63,1750.42
05Y,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,73,2132.1499999999996
11M,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,238,6248.110000000001
11J,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,118,3271.7900000000004
5MX,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,1,22.08
04R,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,94,2824.9100000000003
08X,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,63,1505.2099999999998
03M,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,142,3678.77
00X,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,30,788.96
07T,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,20,483.18999999999994
10R,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,7,246.22000000000003
05R,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,40,1107.2800000000002
06L,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,134,3929.0199999999995
05T,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,96,2671.7099999999996
07N,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,99,2556.13
09X,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,98,2265.48
15D,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,157,4000.16
03H,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,45,1167.74
01K,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,209,5191.7699999999995
08F,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,77,1915.4099999999999
09L,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,67,1783.2299999999998
02Y,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,113,2917.9899999999993
09J,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,83,2472.3199999999997
02X,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,40,1115.9700000000003
06W,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,120,3231.04
07X,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,99,2463.66
06P,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,77,1597.8000000000002
10J,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,55,1654.0700000000002
5PF,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,1,19.71
01H,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,58,1751.38
12D,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,42,1253.3700000000001
04K,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,87,2621.4999999999995
05A,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,76,2148.76
04C,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,66,1847.5400000000002
07Q,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,51,1363.93
08T,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,58,1549.5499999999997
07G,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,31,734.9300000000001
00L,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,24,628.83
06Q,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,168,4049.11
08L,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,121,3090.959999999999
00M,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,50,1413.0900000000001
03F,2011-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,30,681.9000000000001
99Q,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,50,1447.95
05D,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,19,661.83
03T,2014-04-01,0407010Q0BDAAAA,Distalgesic_Tab 32.5mg/325mg            ,1,2.58
09D,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,46,1540.89
01G,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,20,670.69
08P,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,24,729.0400000000001
02A,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,2,39.5
00L,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,12,456.09000000000003
08H,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,36,1009.2
01E,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,55,1486.0600000000002
06W,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,86,2658.02
03A,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,50,1304.79
15D,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,75,2112.54
09G,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,140,3883.0399999999995
99G,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,22,640.25
08N,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,33,818.61
08G,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,13,418.09
09L,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,51,1463.86
06Y,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,27,900.69
09F,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,80,2075.54
09J,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,42,960.46
06M,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,31,892.95
10C,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,14,415.38
03Y,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,2,83.83
04K,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,21,677.1199999999999
01F,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,18,567.3599999999999
06Q,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,121,3520.19
11A,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,147,4388.839999999999
07T,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,12,385.88
06K,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,137,3817.89
03T,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,68,2001.1900000000003
02F,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,48,1479.88
99K,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,103,2852.4500000000003
01X,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,46,1272.6200000000001
05C,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,50,1677.68
04D,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,58,1532.3899999999999
06N,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,140,4542.450000000001
11J,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,67,1898.4799999999998
07X,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,52,1361.3100000000002
01D,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,24,557.88
03M,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,28,661.68
08C,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,17,390.38
10A,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,36,1020.6300000000001
00K,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,17,442.72
10E,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,8,275.53
06L,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,35,1067.1200000000001
08J,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,17,454.26
03V,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,16,382.68
05G,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,87,2619.3399999999997
08Q,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,10,266.73
05Y,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,57,1679.52
06V,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,125,3410.0
13T,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,82,2633.5399999999995
04J,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,34,1186.5800000000002
02H,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,37,1053.0
02P,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,58,1713.6599999999999
15E,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,185,5231.950000000001
03F,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,10,320.83
07P,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,19,537.6700000000001
06T,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,40,1249.6200000000001
01C,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,26,767.47
07R,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,12,340.79
00C,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,12,349.0
11M,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,151,4617.529999999998
99D,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,29,866.5
04R,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,75,2256.31
06A,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,50,1517.8400000000001
05V,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,51,1579.78
09E,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,24,572.0
07G,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,36,812.4200000000001
00P,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,55,1656.75
01A,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,97,2617.3799999999997
00N,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,32,877.94
04L,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,22,712.99
99J,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,125,3311.640000000001
99C,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,13,412.65999999999997
03W,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,82,2586.8599999999997
10L,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,17,450.29
07W,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,20,486.99
07L,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,15,334.71000000000004
05R,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,18,426.96999999999997
03N,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,78,2334.14
04E,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,44,1323.11
10V,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,31,1029.9899999999998
09Y,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,43,1458.57
00R,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,18,454.27
07N,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,64,2028.9
03R,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,50,1706.8700000000001
02Y,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,86,2543.19
05J,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,18,498.85
00Q,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,19,578.74
09N,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,29,789.65
07Y,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,27,613.75
03K,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,15,537.98
02T,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,42,891.1200000000001
03L,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,13,325.98
00V,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,26,793.25
05N,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,202,6176.330000000002
02Q,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,36,969.66
04C,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,32,1094.99
08F,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,42,1192.2
02R,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,49,1589.2099999999998
02N,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,15,414.3
01J,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,9,241.07
00J,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,32,1031.04
04V,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,52,1739.6100000000001
08E,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,42,1008.3499999999999
02D,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,13,310.40999999999997
04H,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,28,969.0
08Y,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,23,691.28
99M,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,41,1441.04
07M,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,98,2762.98
15F,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,68,2437.33
07K,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,36,1135.83
04N,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,32,716.2700000000001
03E,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,30,837.38
05T,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,64,1801.14
11N,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,145,4311.19
01K,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,132,3780.19
01R,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,20,732.73
03J,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,22,589.93
99P,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,134,4051.939999999999
05A,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,41,1335.6
10K,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,37,1085.4099999999999
08R,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,17,577.63
08W,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,49,1163.74
00M,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,40,1243.66
05Q,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,28,898.6800000000001
05X,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,15,418.73
10D,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,11,414.89
07H,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,19,402.53999999999996
03H,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,28,784.48
02X,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,33,1235.73
00X,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,13,326.95
08V,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,19,634.66
05L,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,64,1803.07
05W,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,56,1705.0900000000001
99H,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,78,2090.53
10X,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,60,2231.13
07Q,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,24,691.3400000000001
14Y,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,55,1630.66
12D,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,32,984.14
07V,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,61,1641.4700000000003
09W,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,46,1360.55
06H,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,57,1656.3899999999999
04Y,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,48,1350.64
10Q,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,85,1644.19
08L,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,36,1105.03
08X,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,54,1074.75
11E,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,30,879.17
10R,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,7,171.74
99E,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,101,2643.83
06P,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,44,1178.0700000000002
09A,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,47,1355.1899999999998
03D,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,17,547.01
12F,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,44,1388.79
01V,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,38,1144.56
15C,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,169,5349.48
07J,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,61,1645.12
15A,2014-04-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,172,4598.1900000000005
