month,bnf_name,bnf_code,quantity,actual_cost
2013-11-01,Mastaflu_Vac 0.5ml Pfs                  ,1404000H0BJAAAF,4259,25536.21
2013-11-01,Influenza_Vac Inact 0.5ml Pfs           ,1404000H0AAAFAF,1636726,9928262.71
2013-12-01,Influvac Desu_Vac 0.5ml Pfs             ,1404000H0BTAAAF,27401,132048.55000000013
2013-12-01,Fluarix Tetra_Vac 0.5ml Pfs             ,1404000H0BUAAAF,3723,34165.00000000001
2013-12-01,Influvac Sub-Unit_Vac 0.5ml Pfs         ,1404000H0BCAAAF,5780,27854.379999999997
2013-12-01,Intanza_Vac 15mcg/0.1ml Strain Pfs      ,1404000H0BQABAI,8149,68083.68999999997
2013-12-01,Inflexal V_Vac 0.5ml Pfs                ,1404000H0BIAAAF,253,1431.7799999999997
2013-12-01,Influenza_Vac Inact 15mcg/0.1ml Pfs     ,1404000H0AAAIAI,43,380.9
2013-12-01,Viroflu_Vac Inact 0.5ml Pfs             ,1404000H0BMAAAF,15333,93283.74000000005
2013-12-01,Influenza_Vac(Live Atten)NslSusp 0.2mlUd,1404000H0AAAJAJ,9,117.33999999999999
2013-12-01,Optaflu_Vac 0.5ml Pfs                   ,1404000H0BPAAAF,10511,64146.47000000002
2013-12-01,Mastaflu_Vac 0.5ml Pfs                  ,1404000H0BJAAAF,1193,7158.890000000001
2013-12-01,Preflucel_Vac Inact 0.5ml Pfs           ,1404000H0BSAAAF,1,8.3
2013-12-01,Influenza_Vac Inact 9mcg/0.1ml Pfs      ,1404000H0AAAHAH,4,33.48
2013-12-01,Influenza_Vac Inact Paed 0.25ml Pfs     ,1404000H0AAAGAG,1,6.1
2013-12-01,Fluvirin_Vac 0.5ml Pfs                  ,1404000H0BBAAAF,13718,70290.69999999998
2013-12-01,Intanza_Vac 9mcg/0.1ml Strain Pfs       ,1404000H0BQAAAH,714,5965.350000000001
2013-12-01,Influenza_Vac Inact 0.5ml Pfs           ,1404000H0AAAFAF,577719,3502495.5699999994
2013-12-01,Enzira_Vac Inact 0.5ml Pfs              ,1404000H0BLAAAF,37912,183751.52000000008
2013-12-01,Fluenz_Vac Nsl Susp 0.2ml Ud            ,1404000H0BRAAAJ,22701,293403.4699999999
2013-12-01,Begrivac_Vac 0.5ml Pfs                  ,1404000H0BGAAAF,2331,12588.92
2013-12-01,Imuvac_Vac 0.5ml Pfs                    ,1404000H0BNAAAF,148718,904777.4599999997
2013-12-01,Agrippal_Vac 0.5ml Pfs                  ,1404000H0BHAAAF,21427,115720.99999999994
2013-12-01,Fluarix_Vac 0.5ml Pfs                   ,1404000H0BFAAAF,41786,207899.60999999993
2014-01-01,Imuvac_Vac 0.5ml Pfs                    ,1404000H0BNAAAF,69743,424415.1000000001
2014-01-01,Optaflu_Vac 0.5ml Pfs                   ,1404000H0BPAAAF,4379,26734.340000000004
2014-01-01,Influvac Sub-Unit_Vac 0.5ml Pfs         ,1404000H0BCAAAF,3828,18451.91
2014-01-01,Preflucel_Vac Inact 0.5ml Pfs           ,1404000H0BSAAAF,1,8.3
2014-01-01,Mastaflu_Vac 0.5ml Pfs                  ,1404000H0BJAAAF,613,3679.38
2014-01-01,Intanza_Vac 15mcg/0.1ml Strain Pfs      ,1404000H0BQABAI,3955,33051.86
2014-01-01,Influenza_Vac Inact 9mcg/0.1ml Pfs      ,1404000H0AAAHAH,8,66.96
2014-01-01,Fluvirin_Vac 0.5ml Pfs                  ,1404000H0BBAAAF,6181,31682.08999999999
2014-01-01,Enzira_Vac Inact 0.5ml Pfs              ,1404000H0BLAAAF,20057,97236.67000000006
2014-01-01,Influenza_Vac(Live Atten)NslSusp 0.2mlUd,1404000H0AAAJAJ,26,336.81000000000006
2014-01-01,Inflexal V_Vac 0.5ml Pfs                ,1404000H0BIAAAF,81,458.5
2014-01-01,Influvac Desu_Vac 0.5ml Pfs             ,1404000H0BTAAAF,12159,58609.92999999998
2014-01-01,Intanza_Vac 9mcg/0.1ml Strain Pfs       ,1404000H0BQAAAH,133,1111.4999999999998
2014-01-01,Viroflu_Vac Inact 0.5ml Pfs             ,1404000H0BMAAAF,9255,56320.96999999998
2014-01-01,Fluarix_Vac 0.5ml Pfs                   ,1404000H0BFAAAF,21453,106764.53
2014-01-01,Fluarix Tetra_Vac 0.5ml Pfs             ,1404000H0BUAAAF,1443,13247.50000000001
2014-01-01,Influenza_Vac Inact 15mcg/0.1ml Pfs     ,1404000H0AAAIAI,34,304.57000000000005
2014-01-01,Fluenz_Vac Nsl Susp 0.2ml Ud            ,1404000H0BRAAAJ,8577,110890.04999999999
2014-01-01,Agrippal_Vac 0.5ml Pfs                  ,1404000H0BHAAAF,5038,27215.919999999995
2014-01-01,Begrivac_Vac 0.5ml Pfs                  ,1404000H0BGAAAF,674,3641.0299999999997
2014-01-01,Influenza_Vac Inact 0.5ml Pfs           ,1404000H0AAAFAF,300116,1821410.9500000014
2014-02-01,Enzira_Vac Inact 0.5ml Pfs              ,1404000H0BLAAAF,8480,41099.369999999995
2014-02-01,Influenza_Vac Inact 15mcg/0.1ml Pfs     ,1404000H0AAAIAI,38,338.8700000000001
2014-02-01,Inflexal V_Vac 0.5ml Pfs                ,1404000H0BIAAAF,62,350.85
2014-02-01,Intanza_Vac 9mcg/0.1ml Strain Pfs       ,1404000H0BQAAAH,63,526.3299999999999
2014-02-01,Fluvirin_Vac 0.5ml Pfs                  ,1404000H0BBAAAF,2688,13772.770000000004
2014-02-01,Influvac Desu_Vac 0.5ml Pfs             ,1404000H0BTAAAF,6043,29121.670000000027
2014-02-01,Agrippal_Vac 0.5ml Pfs                  ,1404000H0BHAAAF,2280,12313.38
2014-02-01,Influvac Sub-Unit_Vac 0.5ml Pfs         ,1404000H0BCAAAF,1142,5502.970000000001
2014-02-01,Mastaflu_Vac 0.5ml Pfs                  ,1404000H0BJAAAF,88,528.08
2014-02-01,Fluarix_Vac 0.5ml Pfs                   ,1404000H0BFAAAF,10456,52023.04999999999
2014-02-01,Fluarix Tetra_Vac 0.5ml Pfs             ,1404000H0BUAAAF,685,6286.01
2014-02-01,Imuvac_Vac 0.5ml Pfs                    ,1404000H0BNAAAF,27385,166604.8499999999
2014-02-01,Viroflu_Vac Inact 0.5ml Pfs             ,1404000H0BMAAAF,4029,24512.010000000002
2014-02-01,Influenza_Vac(Live Atten)NslSusp 0.2mlUd,1404000H0AAAJAJ,11,142.29
2014-02-01,Optaflu_Vac 0.5ml Pfs                   ,1404000H0BPAAAF,1296,7924.340000000001
2014-02-01,Intanza_Vac 15mcg/0.1ml Strain Pfs      ,1404000H0BQABAI,792,6683.640000000003
2014-02-01,Influenza_Vac Inact 9mcg/0.1ml Pfs      ,1404000H0AAAHAH,3,25.08
2014-02-01,Influenza_Vac Inact 0.5ml Pfs           ,1404000H0AAAFAF,117589,712804.19
2014-02-01,Fluenz_Vac Nsl Susp 0.2ml Ud            ,1404000H0BRAAAJ,2291,29611.79999999997
2014-02-01,Begrivac_Vac 0.5ml Pfs                  ,1404000H0BGAAAF,3218,17379.9
2014-03-01,Fluarix_Vac 0.5ml Pfs                   ,1404000H0BFAAAF,7753,38623.930000000015
2014-03-01,Influenza_Vac Inact 9mcg/0.1ml Pfs      ,1404000H0AAAHAH,3,25.14
2014-03-01,Fluarix Tetra_Vac 0.5ml Pfs             ,1404000H0BUAAAF,225,2067.840000000001
2014-03-01,Inflexal V_Vac 0.5ml Pfs                ,1404000H0BIAAAF,28,158.67
2014-03-01,Influenza_Vac Inact 0.5ml Pfs           ,1404000H0AAAFAF,70196,426805.38000000024
2014-03-01,Fluvirin_Vac 0.5ml Pfs                  ,1404000H0BBAAAF,895,4591.940000000004
2014-03-01,Agrippal_Vac 0.5ml Pfs                  ,1404000H0BHAAAF,1851,10009.889999999998
2014-03-01,Optaflu_Vac 0.5ml Pfs                   ,1404000H0BPAAAF,739,4522.25
2014-03-01,Begrivac_Vac 0.5ml Pfs                  ,1404000H0BGAAAF,148,800.37
2014-03-01,Influenza_Vac Inact 15mcg/0.1ml Pfs     ,1404000H0AAAIAI,8,88.03
2014-03-01,Mastaflu_Vac 0.5ml Pfs                  ,1404000H0BJAAAF,32,192.28
2014-03-01,Intanza_Vac 9mcg/0.1ml Strain Pfs       ,1404000H0BQAAAH,17,142.22
2014-03-01,Influenza_Vac(Live Atten)NslSusp 0.2mlUd,1404000H0AAAJAJ,1,13.05
2014-03-01,Enzira_Vac Inact 0.5ml Pfs              ,1404000H0BLAAAF,1940,9414.870000000004
2014-03-01,Viroflu_Vac Inact 0.5ml Pfs             ,1404000H0BMAAAF,2227,13566.529999999999
2014-03-01,Imuvac_Vac 0.5ml Pfs                    ,1404000H0BNAAAF,15509,94477.45000000003
2014-03-01,Influvac Sub-Unit_Vac 0.5ml Pfs         ,1404000H0BCAAAF,241,1163.0600000000002
2014-03-01,Fluenz_Vac Nsl Susp 0.2ml Ud            ,1404000H0BRAAAJ,1386,17937.109999999993
2014-03-01,Intanza_Vac 15mcg/0.1ml Strain Pfs      ,1404000H0BQABAI,2965,24804.89999999999
2014-03-01,Influvac Desu_Vac 0.5ml Pfs             ,1404000H0BTAAAF,8759,42265.94000000001
2014-04-01,Enzira_Vac Inact 0.5ml Pfs              ,1404000H0BLAAAF,2056,9967.120000000008
2014-04-01,Viroflu_Vac Inact 0.5ml Pfs             ,1404000H0BMAAAF,427,2598.4300000000003
2014-04-01,Intanza_Vac 9mcg/0.1ml Strain Pfs       ,1404000H0BQAAAH,101,844.01
2014-04-01,Optaflu_Vac 0.5ml Pfs                   ,1404000H0BPAAAF,108,657.5000000000002
2014-04-01,Preflucel_Vac Inact 0.5ml Pfs           ,1404000H0BSAAAF,1,8.3
2014-04-01,Influvac Desu_Vac 0.5ml Pfs             ,1404000H0BTAAAF,635,3060.8400000000015
2014-04-01,Fluarix_Vac 0.5ml Pfs                   ,1404000H0BFAAAF,455,2264.9300000000003
2014-04-01,Fluvirin_Vac 0.5ml Pfs                  ,1404000H0BBAAAF,218,1117.1599999999999
2014-04-01,Begrivac_Vac 0.5ml Pfs                  ,1404000H0BGAAAF,23,124.23
2014-04-01,Influvac Sub-Unit_Vac 0.5ml Pfs         ,1404000H0BCAAAF,43,207.26000000000002
2014-04-01,Fluenz_Vac Nsl Susp 0.2ml Ud            ,1404000H0BRAAAJ,315,4072.0499999999993
2014-04-01,Influenza_Vac Inact 0.5ml Pfs           ,1404000H0AAAFAF,31065,188824.0899999999
2014-04-01,Inflexal V_Vac 0.5ml Pfs                ,1404000H0BIAAAF,3,16.98
2014-04-01,Fluarix Tetra_Vac 0.5ml Pfs             ,1404000H0BUAAAF,639,5865.190000000001
2014-04-01,Intanza_Vac 15mcg/0.1ml Strain Pfs      ,1404000H0BQABAI,565,4721.450000000001
2014-04-01,Agrippal_Vac 0.5ml Pfs                  ,1404000H0BHAAAF,67,361.89
2014-04-01,Mastaflu_Vac 0.5ml Pfs                  ,1404000H0BJAAAF,3,18.0
2014-04-01,Imuvac_Vac 0.5ml Pfs                    ,1404000H0BNAAAF,10843,65981.06999999986
2014-04-01,Influenza_Vac Inact 15mcg/0.1ml Pfs     ,1404000H0AAAIAI,2,16.72
2014-05-01,Fluarix Tetra_Vac 0.5ml Pfs             ,1404000H0BUAAAF,10,91.88
2014-05-01,Influenza_Vac(Live Atten)NslSusp 0.2mlUd,1404000H0AAAJAJ,1,13.05
2014-05-01,Fluenz_Vac Nsl Susp 0.2ml Ud            ,1404000H0BRAAAJ,441,5705.969999999999
2014-05-01,Influvac Desu_Vac 0.5ml Pfs             ,1404000H0BTAAAF,1712,8259.219999999998
2014-05-01,Agrippal_Vac 0.5ml Pfs                  ,1404000H0BHAAAF,32,173.02999999999997
2014-05-01,Influenza_Vac Inact 15mcg/0.1ml Pfs     ,1404000H0AAAIAI,2,16.76
2014-05-01,Viroflu_Vac Inact 0.5ml Pfs             ,1404000H0BMAAAF,55,334.97999999999996
2014-05-01,Influvac Sub-Unit_Vac 0.5ml Pfs         ,1404000H0BCAAAF,33,159.19
2014-05-01,Fluarix_Vac 0.5ml Pfs                   ,1404000H0BFAAAF,1249,6221.109999999996
2014-05-01,Mastaflu_Vac 0.5ml Pfs                  ,1404000H0BJAAAF,1,6.01
2014-05-01,Influenza_Vac Inact 9mcg/0.1ml Pfs      ,1404000H0AAAHAH,2,16.76
2014-05-01,Imuvac_Vac 0.5ml Pfs                    ,1404000H0BNAAAF,3232,19684.21000000001
2014-05-01,Inflexal V_Vac 0.5ml Pfs                ,1404000H0BIAAAF,1,5.67
2014-05-01,Intanza_Vac 15mcg/0.1ml Strain Pfs      ,1404000H0BQABAI,262,2191.3399999999997
2014-05-01,Optaflu_Vac 0.5ml Pfs                   ,1404000H0BPAAAF,48,292.48999999999995
2014-05-01,Influenza_Vac Inact 0.5ml Pfs           ,1404000H0AAAFAF,19009,115668.56999999983
2014-05-01,Enzira_Vac Inact 0.5ml Pfs              ,1404000H0BLAAAF,673,3265.3699999999985
2014-05-01,Fluvirin_Vac 0.5ml Pfs                  ,1404000H0BBAAAF,29,148.77999999999997
2014-06-01,Optaflu_Vac 0.5ml Pfs                   ,1404000H0BPAAAF,95,578.3000000000001
2014-06-01,Fluarix Tetra_Vac 0.5ml Pfs             ,1404000H0BUAAAF,3,27.54
2014-06-01,Fluvirin_Vac 0.5ml Pfs                  ,1404000H0BBAAAF,199,1020.03
2014-06-01,Influenza_Vac Inact 15mcg/0.1ml Pfs     ,1404000H0AAAIAI,1,8.37
2014-06-01,Imuvac_Vac 0.5ml Pfs                    ,1404000H0BNAAAF,1521,9257.180000000006
2014-06-01,Mastaflu_Vac 0.5ml Pfs                  ,1404000H0BJAAAF,1,6.0
2014-06-01,Influenza_Vac Inact 0.5ml Pfs           ,1404000H0AAAFAF,6856,41767.67999999995
2014-06-01,Fluenz_Vac Nsl Susp 0.2ml Ud            ,1404000H0BRAAAJ,190,2456.5999999999995
2014-06-01,Inflexal V_Vac 0.5ml Pfs                ,1404000H0BIAAAF,5,28.42
2014-06-01,Agrippal_Vac 0.5ml Pfs                  ,1404000H0BHAAAF,58,313.3399999999999
2014-06-01,Influvac Desu_Vac 0.5ml Pfs             ,1404000H0BTAAAF,50,241.05
2014-06-01,Intanza_Vac 15mcg/0.1ml Strain Pfs      ,1404000H0BQABAI,2,16.72
2014-06-01,Enzira_Vac Inact 0.5ml Pfs              ,1404000H0BLAAAF,1129,5474.02
2014-06-01,Influvac Sub-Unit_Vac 0.5ml Pfs         ,1404000H0BCAAAF,4,19.29
2014-06-01,Viroflu_Vac Inact 0.5ml Pfs             ,1404000H0BMAAAF,22,133.9
2014-06-01,Fluarix_Vac 0.5ml Pfs                   ,1404000H0BFAAAF,98,488.07000000000016
2014-07-01,Intanza_Vac 15mcg/0.1ml Strain Pfs      ,1404000H0BQABAI,2,16.74
2014-07-01,Enzira_Vac Inact 0.5ml Pfs              ,1404000H0BLAAAF,812,3942.22
2014-07-01,Begrivac_Vac 0.5ml Pfs                  ,1404000H0BGAAAF,29,156.88
2014-07-01,Influenza_Vac Inact 0.5ml Pfs           ,1404000H0AAAFAF,4717,28730.38
2014-07-01,Viroflu_Vac Inact 0.5ml Pfs             ,1404000H0BMAAAF,204,1243.1899999999998
2014-07-01,Fluvirin_Vac 0.5ml Pfs                  ,1404000H0BBAAAF,4,20.52
2014-07-01,Fluarix Tetra_Vac 0.5ml Pfs             ,1404000H0BUAAAF,1002,9210.44
2014-07-01,Mastaflu_Vac 0.5ml Pfs                  ,1404000H0BJAAAF,1,6.01
2014-07-01,Inflexal V_Vac 0.5ml Pfs                ,1404000H0BIAAAF,1,5.67
2014-07-01,Agrippal_Vac 0.5ml Pfs                  ,1404000H0BHAAAF,1,5.41
2014-07-01,Imuvac_Vac 0.5ml Pfs                    ,1404000H0BNAAAF,507,3089.6900000000005
2014-07-01,Influvac Desu_Vac 0.5ml Pfs             ,1404000H0BTAAAF,345,1665.39
2014-07-01,Optaflu_Vac 0.5ml Pfs                   ,1404000H0BPAAAF,36,219.47000000000003
2014-07-01,Influvac Sub-Unit_Vac 0.5ml Pfs         ,1404000H0BCAAAF,21,101.38
2014-07-01,Fluarix_Vac 0.5ml Pfs                   ,1404000H0BFAAAF,29,144.88
2014-07-01,Fluenz_Vac Nsl Susp 0.2ml Ud            ,1404000H0BRAAAJ,73,945.1
2014-08-01,Viroflu_Vac Inact 0.5ml Pfs             ,1404000H0BMAAAF,42,255.79000000000002
2014-08-01,Fluenz_Vac Nsl Susp 0.2ml Ud            ,1404000H0BRAAAJ,84,1086.81
2014-08-01,Fluarix_Vac 0.5ml Pfs                   ,1404000H0BFAAAF,186,926.7900000000001
2014-08-01,Intanza_Vac 15mcg/0.1ml Strain Pfs      ,1404000H0BQABAI,3,25.1
2014-08-01,Mastaflu_Vac 0.5ml Pfs                  ,1404000H0BJAAAF,2,12.01
2014-08-01,Influvac Desu_Vac 0.5ml Pfs             ,1404000H0BTAAAF,12,57.89
2014-08-01,Imuvac_Vac 0.5ml Pfs                    ,1404000H0BNAAAF,3583,21821.140000000003
2014-08-01,Fluvirin_Vac 0.5ml Pfs                  ,1404000H0BBAAAF,47,241.06999999999996
2014-08-01,Influvac Sub-Unit_Vac 0.5ml Pfs         ,1404000H0BCAAAF,55,265.32
2014-08-01,Optaflu_Vac 0.5ml Pfs                   ,1404000H0BPAAAF,61,371.59999999999997
2014-08-01,Fluarix Tetra_Vac 0.5ml Pfs             ,1404000H0BUAAAF,2,18.38
2014-08-01,Enzira_Vac Inact 0.5ml Pfs              ,1404000H0BLAAAF,977,4740.220000000001
2014-08-01,Agrippal_Vac 0.5ml Pfs                  ,1404000H0BHAAAF,20,108.13
2014-08-01,Begrivac_Vac 0.5ml Pfs                  ,1404000H0BGAAAF,5,27.04
2014-08-01,Influenza_Vac Inact 0.5ml Pfs           ,1404000H0AAAFAF,6715,40888.13999999995
2014-09-01,Influvac Sub-Unit_Vac 0.5ml Pfs         ,1404000H0BCAAAF,19182,92587.81999999999
2014-09-01,Influvac Desu_Vac 0.5ml Pfs             ,1404000H0BTAAAF,809,3904.9500000000003
2014-09-01,Influenza_Vac Inact 15mcg/0.1ml Pfs     ,1404000H0AAAIAI,2,16.76
2014-09-01,Fluenz_Tetra Vac Nsl Susp 0.2ml Ud      ,1404000H0BRABAJ,339,5642.270000000001
2014-09-01,Intanza_Vac 15mcg/0.1ml Strain Pfs      ,1404000H0BQABAI,8306,69507.17
2014-09-01,Agrippal_Vac 0.5ml Pfs                  ,1404000H0BHAAAF,4860,26289.510000000002
2014-09-01,Intanza_Vac 9mcg/0.1ml Strain Pfs       ,1404000H0BQAAAH,112,937.2500000000001
2014-09-01,Influenza_Vac Inact 9mcg/0.1ml Pfs      ,1404000H0AAAHAH,3,25.14
2014-09-01,Begrivac_Vac 0.5ml Pfs                  ,1404000H0BGAAAF,4697,25407.68
2014-09-01,Fluenz_Vac Nsl Susp 0.2ml Ud            ,1404000H0BRAAAJ,381,4932.3499999999985
2014-09-01,Enzira_Vac Inact 0.5ml Pfs              ,1404000H0BLAAAF,51731,251130.4099999999
2014-09-01,Mastaflu_Vac 0.5ml Pfs                  ,1404000H0BJAAAF,700,4207.280000000001
2014-09-01,Fluarix Tetra_Vac 0.5ml Pfs             ,1404000H0BUAAAF,27642,254065.18999999997
2014-09-01,Preflucel_Vac Inact 0.5ml Pfs           ,1404000H0BSAAAF,1,8.31
2014-09-01,Viroflu_Vac Inact 0.5ml Pfs             ,1404000H0BMAAAF,1635,9963.070000000002
2014-09-01,Fluarix_Vac 0.5ml Pfs                   ,1404000H0BFAAAF,4461,22229.979999999992
2014-09-01,Optaflu_Vac 0.5ml Pfs                   ,1404000H0BPAAAF,1971,12010.960000000003
2014-09-01,Influenza_Vac Inact 0.5ml Pfs           ,1404000H0AAAFAF,992316,6044130.120000001
2014-09-01,Fluvirin_Vac 0.5ml Pfs                  ,1404000H0BBAAAF,2310,11854.829999999996
2014-09-01,Imuvac_Vac 0.5ml Pfs                    ,1404000H0BNAAAF,120555,734617.4000000001
2014-09-01,Inflexal V_Vac 0.5ml Pfs                ,1404000H0BIAAAF,482,2732.11
2014-10-01,Intanza_Vac 15mcg/0.1ml Strain Pfs      ,1404000H0BQABAI,51071,427252.44999999955
2014-10-01,Intanza_Vac 9mcg/0.1ml Strain Pfs       ,1404000H0BQAAAH,1026,8583.399999999998
2014-10-01,Viroflu_Vac Inact 0.5ml Pfs             ,1404000H0BMAAAF,4924,29996.09
2014-10-01,Inflexal V_Vac 0.5ml Pfs                ,1404000H0BIAAAF,2856,16183.8
2014-10-01,Agrippal_Vac 0.5ml Pfs                  ,1404000H0BHAAAF,41074,222122.16000000003
2014-10-01,Enzira_Vac Inact 0.5ml Pfs              ,1404000H0BLAAAF,178390,865747.5099999999
2014-10-01,Influenza_Vac Inact 0.5ml Pfs           ,1404000H0AAAFAF,4254714,25897576.96000001
2014-10-01,Fluenz_Tetra Vac Nsl Susp 0.2ml Ud      ,1404000H0BRABAJ,91474,1522490.7800000005
2014-10-01,Influenza_Vac Inact 15mcg/0.1ml Pfs     ,1404000H0AAAIAI,17,163.44
2014-10-01,Influvac Sub-Unit_Vac 0.5ml Pfs         ,1404000H0BCAAAF,167975,810546.49
2014-10-01,Influenza_Vac Inact 9mcg/0.1ml Pfs      ,1404000H0AAAHAH,2,16.76
2014-10-01,Influenza_Vac(Live Atten)NslSusp 0.2mlUd,1404000H0AAAJAJ,14,273.4
2014-10-01,Optaflu_Vac 0.5ml Pfs                   ,1404000H0BPAAAF,5594,34141.14999999996
2014-10-01,Imuvac_Vac 0.5ml Pfs                    ,1404000H0BNAAAF,918187,5593428.660000001
2014-10-01,Influvac Desu_Vac 0.5ml Pfs             ,1404000H0BTAAAF,4886,24134.540000000015
2014-10-01,Fluvirin_Vac 0.5ml Pfs                  ,1404000H0BBAAAF,12860,65977.45999999998
2014-10-01,Fluarix Tetra_Vac 0.5ml Pfs             ,1404000H0BUAAAF,110278,1013298.7299999995
2014-10-01,Begrivac_Vac 0.5ml Pfs                  ,1404000H0BGAAAF,9740,52671.490000000005
2014-10-01,Mastaflu_Vac 0.5ml Pfs                  ,1404000H0BJAAAF,695,4175.990000000001
2014-11-01,Influvac Desu_Vac 0.5ml Pfs             ,1404000H0BTAAAF,1113,5358.320000000001
2014-11-01,Influenza_Vac Inact 15mcg/0.1ml Pfs     ,1404000H0AAAIAI,117,978.13
2014-11-01,Influvac Sub-Unit_Vac 0.5ml Pfs         ,1404000H0BCAAAF,86077,414411.20999999996
2014-11-01,Fluenz_Vac Nsl Susp 0.2ml Ud            ,1404000H0BRAAAJ,93,1200.83
2014-11-01,Imuvac_Vac 0.5ml Pfs                    ,1404000H0BNAAAF,362125,2200980.350000001
2014-11-01,Optaflu_Vac 0.5ml Pfs                   ,1404000H0BPAAAF,2952,17975.279999999995
2014-11-01,Enzira_Vac Inact 0.5ml Pfs              ,1404000H0BLAAAF,73383,355325.7200000001
2014-11-01,Inflexal V_Vac 0.5ml Pfs                ,1404000H0BIAAAF,193,1091.16
2014-11-01,Intanza_Vac 15mcg/0.1ml Strain Pfs      ,1404000H0BQABAI,12877,107481.97999999998
2014-11-01,Viroflu_Vac Inact 0.5ml Pfs             ,1404000H0BMAAAF,2896,17601.78
2014-11-01,Fluarix Tetra_Vac 0.5ml Pfs             ,1404000H0BUAAAF,54138,496320.9900000001
2014-11-01,Agrippal_Vac 0.5ml Pfs                  ,1404000H0BHAAAF,15306,82584.08999999997
2014-11-01,Begrivac_Vac 0.5ml Pfs                  ,1404000H0BGAAAF,2398,12938.35
2014-11-01,Fluenz_Tetra Vac Nsl Susp 0.2ml Ud      ,1404000H0BRABAJ,68942,1144538.9500000004
2014-11-01,Intanza_Vac 9mcg/0.1ml Strain Pfs       ,1404000H0BQAAAH,439,3664.2999999999993
2014-11-01,Mastaflu_Vac 0.5ml Pfs                  ,1404000H0BJAAAF,438,2625.76
2014-11-01,Influenza_Vac Inact 9mcg/0.1ml Pfs      ,1404000H0AAAHAH,24,200.62
2014-11-01,Fluvirin_Vac 0.5ml Pfs                  ,1404000H0BBAAAF,6114,31296.270000000004
2014-11-01,Influenza_Vac Inact 0.5ml Pfs           ,1404000H0AAAFAF,1643896,9980068.340000004
2014-12-01,Influenza_Vac Inact 15mcg/0.1ml Pfs     ,1404000H0AAAIAI,11,92.09000000000002
2014-12-01,Intanza_Vac 15mcg/0.1ml Strain Pfs      ,1404000H0BQABAI,2379,19888.929999999997
2014-12-01,Mastaflu_Vac 0.5ml Pfs                  ,1404000H0BJAAAF,338,2029.56
2014-12-01,Influvac Sub-Unit_Vac 0.5ml Pfs         ,1404000H0BCAAAF,29604,142763.20000000004
2014-12-01,Fluarix Tetra_Vac 0.5ml Pfs             ,1404000H0BUAAAF,19141,175804.66999999978
2014-12-01,Enzira_Vac Inact 0.5ml Pfs              ,1404000H0BLAAAF,31892,154672.75999999995
2014-12-01,Intanza_Vac 9mcg/0.1ml Strain Pfs       ,1404000H0BQAAAH,40,334.4000000000001
2014-12-01,Optaflu_Vac 0.5ml Pfs                   ,1404000H0BPAAAF,1109,6774.69000000001
2014-12-01,Begrivac_Vac 0.5ml Pfs                  ,1404000H0BGAAAF,955,5160.99
2014-12-01,Viroflu_Vac Inact 0.5ml Pfs             ,1404000H0BMAAAF,379,2307.27
2014-12-01,Fluvirin_Vac 0.5ml Pfs                  ,1404000H0BBAAAF,3147,16135.099999999997
2014-12-01,Fluenz_Tetra Vac Nsl Susp 0.2ml Ud      ,1404000H0BRABAJ,1385,23032.910000000003
2014-12-01,Imuvac_Vac 0.5ml Pfs                    ,1404000H0BNAAAF,154599,941160.2200000002
2014-12-01,Influvac Desu_Vac 0.5ml Pfs             ,1404000H0BTAAAF,442,2131.3700000000003
2014-12-01,Influenza_Vac Inact 9mcg/0.1ml Pfs      ,1404000H0AAAHAH,11,91.98
2014-12-01,Influenza_Vac Inact 0.5ml Pfs           ,1404000H0AAAFAF,630585,3836635.4000000013
2014-12-01,Agrippal_Vac 0.5ml Pfs                  ,1404000H0BHAAAF,7657,41380.63000000001
2014-12-01,Inflexal V_Vac 0.5ml Pfs                ,1404000H0BIAAAF,150,849.4200000000001
2015-01-01,Fluvirin_Vac 0.5ml Pfs                  ,1404000H0BBAAAF,882,4518.19
2015-01-01,Optaflu_Vac 0.5ml Pfs                   ,1404000H0BPAAAF,697,4263.699999999999
2015-01-01,Influenza_Vac Inact 9mcg/0.1ml Pfs      ,1404000H0AAAHAH,23,192.39999999999998
2015-01-01,Influenza_Vac Inact 15mcg/0.1ml Pfs     ,1404000H0AAAIAI,58,485.31
2015-01-01,Mastaflu_Vac 0.5ml Pfs                  ,1404000H0BJAAAF,104,623.93
2015-01-01,Influvac Sub-Unit_Vac 0.5ml Pfs         ,1404000H0BCAAAF,13817,66572.28000000001
2015-01-01,Intanza_Vac 15mcg/0.1ml Strain Pfs      ,1404000H0BQABAI,2694,22502.549999999996
2015-01-01,Intanza_Vac 9mcg/0.1ml Strain Pfs       ,1404000H0BQAAAH,571,4769.47
2015-01-01,Influvac Desu_Vac 0.5ml Pfs             ,1404000H0BTAAAF,143,686.7700000000001
2015-01-01,Influenza_Vac(Live Atten)NslSusp 0.2mlUd,1404000H0AAAJAJ,5,83.18
2015-01-01,Influenza_Vac Inact 0.5ml Pfs           ,1404000H0AAAFAF,293266,1785128.3900000004
2015-01-01,Fluarix_Vac 0.5ml Pfs                   ,1404000H0BFAAAF,1050,5222.55
2015-01-01,Fluenz_Tetra Vac Nsl Susp 0.2ml Ud      ,1404000H0BRABAJ,417,6928.939999999998
2015-01-01,Fluarix Tetra_Vac 0.5ml Pfs             ,1404000H0BUAAAF,9422,86489.66999999993
